series,t_min,x_cm_mm
model 20 C,47.9333,82.5417
model 20 C,47.95,83.5521
model 20 C,47.9667,84.5555
model 20 C,47.9833,85.5774
model 20 C,48,86.5272
model 20 C,48.0167,87.1569
model 20 C,48.0333,87.7256
model 20 C,48.05,88.2638
model 20 C,48.0667,88.657
model 20 C,48.0833,88.903
model 20 C,48.1,88.8928
model 20 C,48.1167,88.7678
model 20 C,48.1333,88.4196
model 20 C,48.15,88.1469
model 20 C,48.1667,87.6644
model 20 C,48.1833,86.9608
model 20 C,48.2,86.4764
model 20 C,48.2167,85.9407
model 20 C,48.2333,85.4446
model 20 C,48.25,85.0636
model 20 C,48.2667,84.6911
model 20 C,48.2833,84.5261
model 20 C,48.3,84.4038
model 20 C,48.3167,84.3986
model 20 C,48.3333,84.5887
model 20 C,48.35,85.0078
model 20 C,48.3667,85.5411
model 20 C,48.3833,86.1338
model 20 C,48.4,86.7943
model 20 C,48.4167,87.4801
model 20 C,48.4333,88.2387
model 20 C,48.45,88.9053
model 20 C,48.4667,89.8311
model 20 C,48.4833,90.5737
model 20 C,48.5,91.3439
model 20 C,48.5167,92.0181
model 20 C,48.5333,92.427
model 20 C,48.55,92.8978
model 20 C,48.5667,93.0038
model 20 C,48.5833,93.2083
model 20 C,48.6,93.3036
model 20 C,48.6167,93.2947
model 20 C,48.6333,93.3511
model 20 C,48.65,93.0885
model 20 C,48.6667,92.609
model 20 C,48.6833,92.3894
model 20 C,48.7,91.7911
model 20 C,48.7167,91.1779
model 20 C,48.7333,90.5611
model 20 C,48.75,90.0189
model 20 C,48.7667,89.6408
model 20 C,48.7833,89.2284
model 20 C,48.8,89.0635
model 20 C,48.8167,88.8611
model 20 C,48.8333,88.4531
model 20 C,48.85,88.5643
model 20 C,48.8667,88.6724
model 20 C,48.8833,88.957
model 20 C,48.9,89.2547
model 20 C,48.9167,89.6409
model 20 C,48.9333,89.9835
model 20 C,48.95,90.1753
model 20 C,48.9667,90.549
model 20 C,48.9833,90.8797
model 20 C,49,91.1965
model 20 C,49.0167,91.4323
model 20 C,49.0333,91.427
model 20 C,49.05,91.6082
model 20 C,49.0667,91.6834
model 20 C,49.0833,91.8419
model 20 C,49.1,91.9344
model 20 C,49.1167,92.2227
model 20 C,49.1333,92.4172
model 20 C,49.15,92.4989
model 20 C,49.1667,92.4414
model 20 C,49.1833,92.5653
model 20 C,49.2,92.4103
model 20 C,49.2167,92.4899
model 20 C,49.2333,92.2802
model 20 C,49.25,92.4167
model 20 C,49.2667,92.5092
model 20 C,49.2833,92.5383
model 20 C,49.3,92.5202
model 20 C,49.3167,92.6407
model 20 C,49.3333,92.8956
model 20 C,49.35,92.923
model 20 C,49.3667,92.9885
model 20 C,49.3833,92.8595
model 20 C,49.4,92.9885
model 20 C,49.4167,92.9466
model 20 C,49.4333,92.8371
model 20 C,49.45,92.6798
model 20 C,49.4667,92.676
model 20 C,49.4833,92.9032
model 20 C,49.5,92.8914
model 20 C,49.5167,92.7948
model 20 C,49.5333,92.8764
model 20 C,49.55,92.6751
model 20 C,49.5667,92.3908
model 20 C,49.5833,92.3418
model 20 C,49.6,92.3202
model 20 C,49.6167,92.1773
model 20 C,49.6333,92.0806
model 20 C,49.65,92.2352
model 20 C,49.6667,92.1349
model 20 C,49.6833,92.326
model 20 C,49.7,92.3584
model 20 C,49.7167,92.4017
model 20 C,49.7333,92.3328
model 20 C,49.75,92.2232
model 20 C,49.7667,92.115
model 20 C,49.7833,92.1677
model 20 C,49.8,92.1256
model 20 C,49.8167,92.1818
model 20 C,49.8333,92.0965
model 20 C,49.85,91.93
model 20 C,49.8667,91.7468
model 20 C,49.8833,91.7486
model 20 C,49.9,91.766
model 20 C,49.9167,91.7456
model 20 C,49.9333,91.8
model 20 C,49.95,92.0402
model 20 C,49.9667,92.1613
model 20 C,49.9833,92.3122
model 20 C,50,92.3049
model 20 C,50.0167,92.341
model 20 C,50.0333,92.309
model 20 C,50.05,92.2866
model 20 C,50.0667,92.3101
model 20 C,50.0833,92.1791
model 20 C,50.1,92.1132
model 20 C,50.1167,91.9739
model 20 C,50.1333,91.8111
model 20 C,50.15,91.6473
model 20 C,50.1667,91.2369
model 20 C,50.1833,90.9816
model 20 C,50.2,91.0708
model 20 C,50.2167,91.0315
model 20 C,50.2333,90.8388
model 20 C,50.25,90.6381
model 20 C,50.2667,90.3539
model 20 C,50.2833,90.028
model 20 C,50.3,89.989
model 20 C,50.3167,89.6641
model 20 C,50.3333,89.2329
model 20 C,50.35,88.6001
model 20 C,50.3667,87.8775
model 20 C,50.3833,87.1359
model 20 C,50.4,86.1269
model 20 C,50.4167,85.059
model 20 C,50.4333,84.1419
model 20 C,50.45,83.1172
model 20 C,50.4667,82.053
model 20 C,50.4833,80.9408
model 20 C,50.5,79.7135
model 20 C,50.5167,78.6399
model 20 C,50.5333,77.4018
model 20 C,50.55,76.0375
model 20 C,50.5667,75.313
model 20 C,50.5833,74.1288
model 20 C,50.6,73.0006
model 20 C,50.6167,71.9864
model 20 C,50.6333,70.8689
model 20 C,50.65,69.6936
model 20 C,50.6667,68.6657
model 20 C,50.6833,67.4978
model 20 C,50.7,66.2786
model 20 C,50.7167,65.0894
model 20 C,50.7333,63.9143
model 20 C,50.75,62.9271
model 20 C,50.7667,61.7653
model 20 C,50.7833,60.8361
model 20 C,50.8,60.1932
model 20 C,50.8167,59.6317
model 20 C,50.8333,59.3349
model 20 C,50.85,59.0278
model 20 C,50.8667,58.8773
model 20 C,50.8833,58.7528
model 20 C,50.9,58.804
model 20 C,50.9167,59.023
model 20 C,50.9333,59.4718
model 20 C,50.95,60.1451
model 20 C,50.9667,60.8281
model 20 C,50.9833,61.6758
model 20 C,51,62.7884
model 20 C,51.0167,63.9774
model 20 C,51.0333,65.0922
model 20 C,51.05,66.3667
model 20 C,51.0667,67.7859
model 20 C,51.0833,69.141
model 20 C,51.1,70.3988
model 20 C,51.1167,71.5677
model 20 C,51.1333,72.7164
model 20 C,51.15,73.9852
model 20 C,51.1667,75.0684
model 20 C,51.1833,76.0191
model 20 C,51.2,77.0819
model 20 C,51.2167,78.2511
model 20 C,51.2333,79.3191
model 20 C,51.25,80.3286
model 20 C,51.2667,81.5195
model 20 C,51.2833,82.5941
model 20 C,51.3,83.7244
model 20 C,51.3167,84.9112
model 20 C,51.3333,85.7276
model 20 C,51.35,86.6297
model 20 C,51.3667,87.3423
model 20 C,51.3833,88.01
model 20 C,51.4,88.5589
model 20 C,51.4167,89.074
model 20 C,51.4333,89.1831
model 20 C,51.45,89.1265
model 20 C,51.4667,89.1137
model 20 C,51.4833,88.7937
model 20 C,51.5,88.6453
model 20 C,51.5167,88.1288
model 20 C,51.5333,87.3655
model 20 C,51.55,86.7409
model 20 C,51.5667,86.0852
model 20 C,51.5833,85.0809
model 20 C,51.6,84.0928
model 20 C,51.6167,83.0981
model 20 C,51.6333,82.0576
model 20 C,51.65,80.945
model 20 C,51.6667,79.834
model 20 C,51.6833,78.8454
model 20 C,51.7,77.6314
model 20 C,51.7167,76.5019
model 20 C,51.7333,75.3914
model 20 C,51.75,74.1094
model 20 C,51.7667,72.9274
model 20 C,51.7833,71.7606
model 20 C,51.8,70.3975
model 20 C,51.8167,69.169
model 20 C,51.8333,68.0737
model 20 C,51.85,67.0391
model 20 C,51.8667,66.1094
model 20 C,51.8833,64.9819
model 20 C,51.9,63.9555
model 20 C,51.9167,63.0686
model 20 C,51.9333,62.6147
model 20 C,51.95,62.1649
model 20 C,51.9667,61.9543
model 20 C,51.9833,61.8224
model 20 C,52,61.8096
model 20 C,52.0167,61.7722
model 20 C,52.0333,61.9507
model 20 C,52.05,62.3209
model 20 C,52.0667,63.0859
model 20 C,52.0833,63.6311
model 20 C,52.1,64.6155
model 20 C,52.1167,65.6589
model 20 C,52.1333,66.801
model 20 C,52.15,67.8149
model 20 C,52.1667,68.8922
model 20 C,52.1833,70.0023
model 20 C,52.2,71.1063
model 20 C,52.2167,72.2814
model 20 C,52.2333,73.2641
model 20 C,52.25,74.412
model 20 C,52.2667,75.5954
model 20 C,52.2833,76.8478
model 20 C,52.3,78.2472
model 20 C,52.3167,79.5737
model 20 C,52.3333,80.7703
model 20 C,52.35,81.6839
model 20 C,52.3667,82.7741
model 20 C,52.3833,83.9157
model 20 C,52.4,84.8096
model 20 C,52.4167,85.8798
model 20 C,52.4333,86.8183
model 20 C,52.45,87.7047
model 20 C,52.4667,88.3542
model 20 C,52.4833,88.8794
model 20 C,52.5,89.4959
model 20 C,52.5167,90.0101
model 20 C,52.5333,90.4544
model 20 C,52.55,90.5651
model 20 C,52.5667,90.8454
model 20 C,52.5833,91.1181
model 20 C,52.6,91.3511
model 20 C,52.6167,91.3876
model 20 C,52.6333,91.3838
model 20 C,52.65,91.5817
model 20 C,52.6667,91.5787
model 20 C,52.6833,91.6053
model 20 C,52.7,91.597
model 20 C,52.7167,91.7044
model 20 C,52.7333,91.7916
model 20 C,52.75,91.7506
model 20 C,52.7667,91.8316
model 20 C,52.7833,91.8371
model 20 C,52.8,91.9604
model 20 C,52.8167,91.993
model 20 C,52.8333,91.9511
model 20 C,52.85,92.1286
model 20 C,52.8667,92.1446
model 20 C,52.8833,92.3668
model 20 C,52.9,92.4839
model 20 C,52.9167,92.5784
model 20 C,52.9333,92.3828
model 20 C,52.95,92.1732
model 20 C,52.9667,91.9601
model 20 C,52.9833,91.8418
model 20 C,53,91.7598
model 20 C,53.0167,91.8753
model 20 C,53.0333,92.0523
model 20 C,53.05,92.1193
model 20 C,53.0667,92.2681
model 20 C,53.0833,92.3208
model 20 C,53.1,92.3445
model 20 C,53.1167,92.2973
model 20 C,53.1333,92.2171
model 20 C,53.15,92.2368
model 20 C,53.1667,92.2321
model 20 C,53.1833,92.1611
model 20 C,53.2,92.2584
model 20 C,53.2167,92.3604
model 20 C,53.2333,92.4454
model 20 C,53.25,92.5988
model 20 C,53.2667,92.7868
model 20 C,53.2833,92.7175
model 20 C,53.3,92.7228
model 20 C,53.3167,92.5241
model 20 C,53.3333,92.4121
model 20 C,53.35,92.3958
model 20 C,53.3667,92.268
model 20 C,53.3833,92.2146
model 20 C,53.4,92.2983
model 20 C,53.4167,92.2796
model 20 C,53.4333,92.0179
model 20 C,53.45,91.886
model 20 C,53.4667,91.9317
model 20 C,53.4833,91.9387
model 20 C,53.5,92.012
model 20 C,53.5167,92.3261
model 20 C,53.5333,92.6661
model 20 C,53.55,92.905
model 20 C,53.5667,92.9583
model 20 C,53.5833,93.1784
model 20 C,53.6,93.0964
model 20 C,53.6167,93.0951
model 20 C,53.6333,93.0719
model 20 C,53.65,93.0259
model 20 C,53.6667,92.9948
model 20 C,53.6833,93.0647
model 20 C,53.7,93.2772
model 20 C,53.7167,93.1462
model 20 C,53.7333,93.1124
model 20 C,53.75,93.0561
model 20 C,53.7667,92.9956
model 20 C,53.7833,92.974
model 20 C,53.8,92.894
model 20 C,53.8167,93.0031
model 20 C,53.8333,92.8364
model 20 C,53.85,92.5483
model 20 C,53.8667,92.462
model 20 C,53.8833,92.5949
model 20 C,53.9,92.7027
model 20 C,53.9167,92.7319
model 20 C,53.9333,92.7557
model 20 C,53.95,92.8987
model 20 C,53.9667,93.1911
model 20 C,53.9833,93.3711
model 20 C,54,93.6762
model 20 C,54.0167,93.6488
model 20 C,54.0333,93.5821
model 20 C,54.05,93.5126
model 20 C,54.0667,93.5315
model 20 C,54.0833,93.432
model 20 C,54.1,93.5369
model 20 C,54.1167,93.7596
model 20 C,54.1333,93.8884
model 20 C,54.15,93.9314
model 20 C,54.1667,93.7173
model 20 C,54.1833,93.7136
model 20 C,54.2,93.5681
model 20 C,54.2167,93.5815
model 20 C,54.2333,93.7441
model 20 C,54.25,93.8936
model 20 C,54.2667,93.909
model 20 C,54.2833,93.9584
model 20 C,54.3,93.7446
model 20 C,54.3167,93.7685
model 20 C,54.3333,93.6285
model 20 C,54.35,93.5105
model 20 C,54.3667,93.2939
model 20 C,54.3833,93.0629
model 20 C,54.4,92.7879
model 20 C,54.4167,92.6809
model 20 C,54.4333,92.4888
model 20 C,54.45,92.4168
model 20 C,54.4667,92.2121
model 20 C,54.4833,91.9252
model 20 C,54.5,91.7887
model 20 C,54.5167,91.3514
model 20 C,54.5333,90.9614
model 20 C,54.55,90.9301
model 20 C,54.5667,90.7226
model 20 C,54.5833,90.8858
model 20 C,54.6,91.0038
model 20 C,54.6167,90.9329
model 20 C,54.6333,90.8837
model 20 C,54.65,90.9611
model 20 C,54.6667,90.9317
model 20 C,54.6833,90.8377
model 20 C,54.7,90.9261
model 20 C,54.7167,90.9702
model 20 C,54.7333,91.0006
model 20 C,54.75,91.1154
model 20 C,54.7667,91.0442
model 20 C,54.7833,91.2032
model 20 C,54.8,91.0923
model 20 C,54.8167,91.1518
model 20 C,54.8333,91.1839
model 20 C,54.85,91.1781
model 20 C,54.8667,91.3209
model 20 C,54.8833,91.3945
model 20 C,54.9,91.2482
model 20 C,54.9167,91.2714
model 20 C,54.9333,91.4139
model 20 C,54.95,91.5861
model 20 C,54.9667,91.8423
model 20 C,54.9833,92.116
model 20 C,55,92.2182
model 20 C,55.0167,92.3916
model 20 C,55.0333,92.5652
model 20 C,55.05,92.6727
model 20 C,55.0667,92.8456
model 20 C,55.0833,92.7121
model 20 C,55.1,92.5216
model 20 C,55.1167,92.3304
model 20 C,55.1333,92.3769
model 20 C,55.15,92.4754
model 20 C,55.1667,92.669
model 20 C,55.1833,92.8075
model 20 C,55.2,92.8636
model 20 C,55.2167,92.7437
model 20 C,55.2333,92.6119
model 20 C,55.25,92.2847
model 20 C,55.2667,92.0087
model 20 C,55.2833,91.8084
model 20 C,55.3,91.5152
model 20 C,55.3167,91.4306
model 20 C,55.3333,91.369
model 20 C,55.35,91.403
model 20 C,55.3667,91.4046
model 20 C,55.3833,91.2271
model 20 C,55.4,91.2508
model 20 C,55.4167,91.1154
model 20 C,55.4333,90.8378
model 20 C,55.45,90.647
model 20 C,55.4667,90.5252
model 20 C,55.4833,90.4853
model 20 C,55.5,90.6694
model 20 C,55.5167,90.7637
model 20 C,55.5333,90.9471
model 20 C,55.55,90.8772
model 20 C,55.5667,90.5391
model 20 C,55.5833,90.2165
model 20 C,55.6,89.8558
model 20 C,55.6167,89.656
model 20 C,55.6333,89.1723
model 20 C,55.65,88.6138
model 20 C,55.6667,87.9001
model 20 C,55.6833,87.34
model 20 C,55.7,86.5597
model 20 C,55.7167,85.8832
model 20 C,55.7333,85.0105
model 20 C,55.75,84.096
model 20 C,55.7667,83.1213
model 20 C,55.7833,81.7341
model 20 C,55.8,80.7347
model 20 C,55.8167,79.5401
model 20 C,55.8333,78.6247
model 20 C,55.85,77.5125
model 20 C,55.8667,76.2889
model 20 C,55.8833,75.1891
model 20 C,55.9,74.1304
model 20 C,55.9167,72.9379
model 20 C,55.9333,71.8186
model 20 C,55.95,70.8846
model 20 C,55.9667,69.8055
model 20 C,55.9833,68.6653
model 20 C,56,67.4305
model 20 C,56.0167,66.3085
model 20 C,56.0333,65.2442
model 20 C,56.05,64.039
model 20 C,56.0667,62.8543
model 20 C,56.0833,61.7442
model 20 C,56.1,60.6497
model 20 C,56.1167,59.5707
model 20 C,56.1333,58.4216
model 20 C,56.15,57.1821
model 20 C,56.1667,56.0513
model 20 C,56.1833,54.9971
model 20 C,56.2,53.9359
model 20 C,56.2167,52.7458
model 20 C,56.2333,51.4931
model 20 C,56.25,50.1819
model 20 C,56.2667,48.887
model 20 C,56.2833,47.6979
model 20 C,56.3,46.8178
model 20 C,56.3167,45.5144
model 20 C,56.3333,44.4556
model 20 C,56.35,43.4201
model 20 C,56.3667,42.3883
model 20 C,56.3833,41.2098
model 20 C,56.4,40.1066
model 20 C,56.4167,39.0624
model 20 C,56.4333,37.8671
model 20 C,56.45,36.8481
model 20 C,56.4667,35.6658
model 20 C,56.4833,34.682
model 20 C,56.5,33.7193
model 20 C,56.5167,32.6752
model 20 C,56.5333,31.426
model 20 C,56.55,30.2801
model 20 C,56.5667,29.1105
model 20 C,56.5833,28.0387
model 20 C,56.6,26.8491
model 20 C,56.6167,26.0104
model 20 C,56.6333,24.8892
model 20 C,56.65,23.6523
model 20 C,56.6667,22.4259
model 20 C,56.6833,21.3956
model 20 C,56.7,20.1824
model 20 C,56.7167,19.1722
model 20 C,56.7333,17.9575
model 20 C,56.75,16.7706
model 20 C,56.7667,15.711
model 20 C,56.7833,14.5643
model 20 C,56.8,13.5682
model 20 C,56.8167,12.5131
model 20 C,56.8333,11.7212
model 20 C,56.85,11.0369
model 20 C,56.8667,10.1226
model 20 C,56.8833,9.55625
model 20 C,56.9,9.02335
model 20 C,56.9167,8.6317
model 20 C,56.9333,8.49885
model 20 C,56.95,8.47145
model 20 C,56.9667,8.74485
model 20 C,56.9833,9.3022
model 20 C,57,9.566
model 20 C,57.0167,10.3486
model 20 C,57.0333,11.1933
model 20 C,57.05,12.1764
model 20 C,57.0667,13.1269
model 20 C,57.0833,14.1607
model 20 C,57.1,15.245
model 20 C,57.1167,16.3018
model 20 C,57.1333,17.6178
model 20 C,57.15,18.8925
model 20 C,57.1667,19.8974
model 20 C,57.1833,21.0848
model 20 C,57.2,22.1646
model 20 C,57.2167,23.539
model 20 C,57.2333,24.6231
model 20 C,57.25,25.8148
model 20 C,57.2667,27.0713
model 20 C,57.2833,28.16
model 20 C,57.3,29.3497
model 20 C,57.3167,30.3838
model 20 C,57.3333,30.9835
model 20 C,57.35,31.9522
model 20 C,57.3667,32.548
model 20 C,57.3833,32.9928
model 20 C,57.4,33.4961
model 20 C,57.4167,33.6475
model 20 C,57.4333,33.6486
model 20 C,57.45,33.4219
model 20 C,57.4667,33.2191
model 20 C,57.4833,32.8854
model 20 C,57.5,32.2999
model 20 C,57.5167,31.8502
model 20 C,57.5333,31.2523
model 20 C,57.55,30.3492
model 20 C,57.5667,29.4693
model 20 C,57.5833,28.4406
model 20 C,57.6,27.3377
model 20 C,57.6167,26.1263
model 20 C,57.6333,25.0704
model 20 C,57.65,24.3002
model 20 C,57.6667,23.6476
model 20 C,57.6833,23.1483
model 20 C,57.7,22.6509
model 20 C,57.7167,22.3438
model 20 C,57.7333,22.0537
model 20 C,57.75,22.0397
model 20 C,57.7667,22.1509
model 20 C,57.7833,22.6067
model 20 C,57.8,22.984
model 20 C,57.8167,23.5637
model 20 C,57.8333,23.908
model 20 C,57.85,24.2682
model 20 C,57.8667,24.737
model 20 C,57.8833,25.3284
model 20 C,57.9,25.6147
model 20 C,57.9167,25.946
model 20 C,57.9333,26.0206
model 20 C,57.95,26.0763
model 20 C,57.9667,25.8145
model 20 C,57.9833,25.3636
model 20 C,58,24.6505
model 20 C,58.0167,23.8437
model 20 C,58.0333,22.9879
model 20 C,58.05,21.9881
model 20 C,58.0667,20.9691
model 20 C,58.0833,20.0119
model 20 C,58.1,18.749
model 20 C,58.1167,17.5553
model 20 C,58.1333,16.5039
model 20 C,58.15,15.1294
model 20 C,58.1667,13.8383
model 20 C,58.1833,12.797
model 20 C,58.2,11.6985
model 20 C,58.2167,10.6189
model 20 C,58.2333,9.63275
model 20 C,58.25,8.55515
model 20 C,58.2667,7.965
model 20 C,58.2833,7.33595
model 20 C,58.3,6.8313
model 20 C,58.3167,6.61415
model 20 C,58.3333,6.6823
model 20 C,58.35,6.7446
model 20 C,58.3667,6.83025
model 20 C,58.3833,6.96105
model 20 C,58.4,7.2429
model 20 C,58.4167,7.50585
model 20 C,58.4333,7.6889
model 20 C,58.45,7.90765
model 20 C,58.4667,7.87125
model 20 C,58.4833,7.98125
model 20 C,58.5,8.22035
model 20 C,58.5167,8.38645
model 20 C,58.5333,8.2693
model 20 C,58.55,8.00155
model 20 C,58.5667,7.7768
model 20 C,58.5833,7.48415
model 20 C,58.6,7.10335
model 20 C,58.6167,6.8865
model 20 C,58.6333,6.33685
model 20 C,58.65,5.82495
model 20 C,58.6667,5.5888
model 20 C,58.6833,5.2001
model 20 C,58.7,4.88465
model 20 C,58.7167,4.95725
model 20 C,58.7333,4.90475
model 20 C,58.75,4.6922
model 20 C,58.7667,4.72005
model 20 C,58.7833,4.7057
model 20 C,58.8,4.61475
model 20 C,58.8167,4.71485
model 20 C,58.8333,4.68275
model 20 C,58.85,4.9057
model 20 C,58.8667,5.01995
model 20 C,58.8833,5.2322
model 20 C,58.9,5.24625
model 20 C,58.9167,5.16255
model 20 C,58.9333,5.35975
model 20 C,58.95,5.3431
model 20 C,58.9667,5.2693
model 20 C,58.9833,5.1132
model 20 C,59,5.16015
model 20 C,59.0167,5.3007
model 20 C,59.0333,5.71345
model 20 C,59.05,6.33515
model 20 C,59.0667,7.0257
model 20 C,59.0833,7.9471
model 20 C,59.1,8.67335
model 20 C,59.1167,9.46405
model 20 C,59.1333,10.2028
model 20 C,59.15,11.1397
model 20 C,59.1667,12.0828
model 20 C,59.1833,13.1368
model 20 C,59.2,14.3032
model 20 C,59.2167,15.6298
model 20 C,59.2333,16.7974
model 20 C,59.25,17.9284
model 20 C,59.2667,18.9132
model 20 C,59.2833,19.9734
model 20 C,59.3,21.1221
model 20 C,59.3167,22.2205
model 20 C,59.3333,23.3794
model 20 C,59.35,24.616
model 20 C,59.3667,25.8175
model 20 C,59.3833,26.9373
model 20 C,59.4,27.9502
model 20 C,59.4167,28.921
model 20 C,59.4333,29.9912
model 20 C,59.45,31.0897
model 20 C,59.4667,32.1868
model 20 C,59.4833,33.2482
model 20 C,59.5,34.0874
model 20 C,59.5167,34.9159
model 20 C,59.5333,35.4545
model 20 C,59.55,35.8128
model 20 C,59.5667,36.1433
model 20 C,59.5833,36.3451
model 20 C,59.6,36.109
model 20 C,59.6167,35.9001
model 20 C,59.6333,35.6619
model 20 C,59.65,35.2099
model 20 C,59.6667,34.4821
model 20 C,59.6833,33.9423
model 20 C,59.7,32.974
model 20 C,59.7167,31.9957
model 20 C,59.7333,30.8453
model 20 C,59.75,29.863
model 20 C,59.7667,28.7976
model 20 C,59.7833,27.7867
model 20 C,59.8,26.7828
model 20 C,59.8167,25.7788
model 20 C,59.8333,24.3757
model 20 C,59.85,23.0198
model 20 C,59.8667,21.9575
model 20 C,59.8833,20.8299
model 20 C,59.9,19.8895
model 20 C,59.9167,18.8197
model 20 C,59.9333,17.6613
model 20 C,59.95,16.4441
model 20 C,59.9667,15.3203
model 20 C,59.9833,14.2878
