panel,series,t_min,x_cm_mm,probability_density_per_mm,Rg_over_lc,Re_over_lc,probability
F,living worms 20 C,,,,0.123,0.071,0.000779886
F,living worms 20 C,,,,0.123,0.093,0.000739049
F,living worms 20 C,,,,0.123,0.115,0.000724621
F,living worms 20 C,,,,0.123,0.137,0.000755038
F,living worms 20 C,,,,0.123,0.159,0.000847278
F,living worms 20 C,,,,0.123,0.181,0.000954531
F,living worms 20 C,,,,0.123,0.203,0.00105796
F,living worms 20 C,,,,0.123,0.225,0.00119191
F,living worms 20 C,,,,0.123,0.247,0.00133231
F,living worms 20 C,,,,0.123,0.269,0.00148216
F,living worms 20 C,,,,0.123,0.291,0.00163611
F,living worms 20 C,,,,0.123,0.313,0.00177256
F,living worms 20 C,,,,0.123,0.335,0.00190964
F,living worms 20 C,,,,0.123,0.357,0.00205756
F,living worms 20 C,,,,0.123,0.379,0.00202848
F,living worms 20 C,,,,0.123,0.401,0.00173316
F,living worms 20 C,,,,0.123,0.423,0.00132969
F,living worms 20 C,,,,0.123,0.445,0.000956588
F,living worms 20 C,,,,0.123,0.467,0.000623221
F,living worms 20 C,,,,0.129,0.005,0.0003067
F,living worms 20 C,,,,0.129,0.027,0.000489043
F,living worms 20 C,,,,0.129,0.049,0.000594229
F,living worms 20 C,,,,0.129,0.071,0.000605075
F,living worms 20 C,,,,0.129,0.093,0.000583068
F,living worms 20 C,,,,0.129,0.115,0.000609064
F,living worms 20 C,,,,0.129,0.137,0.000669029
F,living worms 20 C,,,,0.129,0.159,0.000758795
F,living worms 20 C,,,,0.129,0.181,0.000850105
F,living worms 20 C,,,,0.129,0.203,0.00093901
F,living worms 20 C,,,,0.129,0.225,0.00103562
F,living worms 20 C,,,,0.129,0.247,0.00116717
F,living worms 20 C,,,,0.129,0.269,0.00135242
F,living worms 20 C,,,,0.129,0.291,0.00153151
F,living worms 20 C,,,,0.129,0.313,0.00170756
F,living worms 20 C,,,,0.129,0.335,0.00187316
F,living worms 20 C,,,,0.129,0.357,0.0020325
F,living worms 20 C,,,,0.129,0.379,0.00209269
F,living worms 20 C,,,,0.129,0.401,0.00194733
F,living worms 20 C,,,,0.129,0.423,0.00164759
F,living worms 20 C,,,,0.129,0.445,0.00130525
F,living worms 20 C,,,,0.129,0.467,0.000943494
F,living worms 20 C,,,,0.129,0.489,0.000583425
F,living worms 20 C,,,,0.135,0.005,0.000250498
F,living worms 20 C,,,,0.135,0.027,0.000383048
F,living worms 20 C,,,,0.135,0.049,0.000456267
F,living worms 20 C,,,,0.135,0.071,0.000467916
F,living worms 20 C,,,,0.135,0.093,0.0004741
F,living worms 20 C,,,,0.135,0.115,0.000496295
F,living worms 20 C,,,,0.135,0.137,0.000539015
F,living worms 20 C,,,,0.135,0.159,0.000619052
F,living worms 20 C,,,,0.135,0.181,0.000720953
F,living worms 20 C,,,,0.135,0.203,0.000842001
F,living worms 20 C,,,,0.135,0.225,0.000940603
F,living worms 20 C,,,,0.135,0.247,0.00105644
F,living worms 20 C,,,,0.135,0.269,0.0012201
F,living worms 20 C,,,,0.135,0.291,0.00140438
F,living worms 20 C,,,,0.135,0.313,0.00163179
F,living worms 20 C,,,,0.135,0.335,0.00181959
F,living worms 20 C,,,,0.135,0.357,0.00199438
F,living worms 20 C,,,,0.135,0.379,0.00213674
F,living worms 20 C,,,,0.135,0.401,0.00211005
F,living worms 20 C,,,,0.135,0.423,0.00190405
F,living worms 20 C,,,,0.135,0.445,0.00160234
F,living worms 20 C,,,,0.135,0.467,0.00126573
F,living worms 20 C,,,,0.135,0.489,0.000906304
F,living worms 20 C,,,,0.135,0.511,0.000563895
F,living worms 20 C,,,,0.141,0.005,0.000211082
F,living worms 20 C,,,,0.141,0.027,0.000299223
F,living worms 20 C,,,,0.141,0.049,0.000344684
F,living worms 20 C,,,,0.141,0.071,0.000376569
F,living worms 20 C,,,,0.141,0.093,0.000401671
F,living worms 20 C,,,,0.141,0.115,0.00039664
F,living worms 20 C,,,,0.141,0.137,0.000408036
F,living worms 20 C,,,,0.141,0.159,0.000472766
F,living worms 20 C,,,,0.141,0.181,0.000587616
F,living worms 20 C,,,,0.141,0.203,0.00075583
F,living worms 20 C,,,,0.141,0.225,0.000890252
F,living worms 20 C,,,,0.141,0.247,0.00099078
F,living worms 20 C,,,,0.141,0.269,0.00109602
F,living worms 20 C,,,,0.141,0.291,0.00125694
F,living worms 20 C,,,,0.141,0.313,0.00151433
F,living worms 20 C,,,,0.141,0.335,0.00172959
F,living worms 20 C,,,,0.141,0.357,0.00191464
F,living worms 20 C,,,,0.141,0.379,0.00208862
F,living worms 20 C,,,,0.141,0.401,0.00214344
F,living worms 20 C,,,,0.141,0.423,0.00202814
F,living worms 20 C,,,,0.141,0.445,0.00178296
F,living worms 20 C,,,,0.141,0.467,0.00151641
F,living worms 20 C,,,,0.141,0.489,0.00123116
F,living worms 20 C,,,,0.141,0.511,0.000892217
F,living worms 20 C,,,,0.141,0.533,0.000528201
F,living worms 20 C,,,,0.147,0.005,0.000156394
F,living worms 20 C,,,,0.147,0.027,0.000207117
F,living worms 20 C,,,,0.147,0.049,0.000236551
F,living worms 20 C,,,,0.147,0.071,0.000288466
F,living worms 20 C,,,,0.147,0.093,0.000328285
F,living worms 20 C,,,,0.147,0.115,0.000320748
F,living worms 20 C,,,,0.147,0.137,0.000335525
F,living worms 20 C,,,,0.147,0.159,0.000391221
F,living worms 20 C,,,,0.147,0.181,0.000496807
F,living worms 20 C,,,,0.147,0.203,0.000681333
F,living worms 20 C,,,,0.147,0.225,0.000841272
F,living worms 20 C,,,,0.147,0.247,0.000951524
F,living worms 20 C,,,,0.147,0.269,0.00104909
F,living worms 20 C,,,,0.147,0.291,0.00118494
F,living worms 20 C,,,,0.147,0.313,0.00141755
F,living worms 20 C,,,,0.147,0.335,0.00164782
F,living worms 20 C,,,,0.147,0.357,0.0018261
F,living worms 20 C,,,,0.147,0.379,0.00197705
F,living worms 20 C,,,,0.147,0.401,0.00207499
F,living worms 20 C,,,,0.147,0.423,0.00206516
F,living worms 20 C,,,,0.147,0.445,0.0019195
F,living worms 20 C,,,,0.147,0.467,0.00172605
F,living worms 20 C,,,,0.147,0.489,0.00150348
F,living worms 20 C,,,,0.147,0.511,0.00119622
F,living worms 20 C,,,,0.147,0.533,0.000809824
F,living worms 20 C,,,,0.147,0.555,0.000479566
F,living worms 20 C,,,,0.153,0.005,0.000127527
F,living worms 20 C,,,,0.153,0.027,0.000147481
F,living worms 20 C,,,,0.153,0.049,0.000152207
F,living worms 20 C,,,,0.153,0.071,0.000197198
F,living worms 20 C,,,,0.153,0.093,0.000243067
F,living worms 20 C,,,,0.153,0.115,0.000259522
F,living worms 20 C,,,,0.153,0.137,0.000302205
F,living worms 20 C,,,,0.153,0.159,0.000354906
F,living worms 20 C,,,,0.153,0.181,0.000433896
F,living worms 20 C,,,,0.153,0.203,0.000581012
F,living worms 20 C,,,,0.153,0.225,0.000720963
F,living worms 20 C,,,,0.153,0.247,0.00084739
F,living worms 20 C,,,,0.153,0.269,0.00099113
F,living worms 20 C,,,,0.153,0.291,0.00116034
F,living worms 20 C,,,,0.153,0.313,0.00137126
F,living worms 20 C,,,,0.153,0.335,0.00158074
F,living worms 20 C,,,,0.153,0.357,0.00172806
F,living worms 20 C,,,,0.153,0.379,0.00184237
F,living worms 20 C,,,,0.153,0.401,0.00196702
F,living worms 20 C,,,,0.153,0.423,0.00205732
F,living worms 20 C,,,,0.153,0.445,0.00203552
F,living worms 20 C,,,,0.153,0.467,0.00192324
F,living worms 20 C,,,,0.153,0.489,0.00174386
F,living worms 20 C,,,,0.153,0.511,0.00148072
F,living worms 20 C,,,,0.153,0.533,0.00112637
F,living worms 20 C,,,,0.153,0.555,0.000765909
F,living worms 20 C,,,,0.153,0.577,0.000455064
F,living worms 20 C,,,,0.159,0.005,0.000134098
F,living worms 20 C,,,,0.159,0.027,0.000138109
F,living worms 20 C,,,,0.159,0.049,0.000112358
F,living worms 20 C,,,,0.159,0.071,0.000126016
F,living worms 20 C,,,,0.159,0.093,0.00016137
F,living worms 20 C,,,,0.159,0.115,0.000199624
F,living worms 20 C,,,,0.159,0.137,0.000259961
F,living worms 20 C,,,,0.159,0.159,0.00030374
F,living worms 20 C,,,,0.159,0.181,0.000350002
F,living worms 20 C,,,,0.159,0.203,0.000442806
F,living worms 20 C,,,,0.159,0.225,0.000554682
F,living worms 20 C,,,,0.159,0.247,0.000706908
F,living worms 20 C,,,,0.159,0.269,0.000915888
F,living worms 20 C,,,,0.159,0.291,0.00112562
F,living worms 20 C,,,,0.159,0.313,0.0013133
F,living worms 20 C,,,,0.159,0.335,0.00148748
F,living worms 20 C,,,,0.159,0.357,0.00160132
F,living worms 20 C,,,,0.159,0.379,0.00169157
F,living worms 20 C,,,,0.159,0.401,0.00182256
F,living worms 20 C,,,,0.159,0.423,0.00195116
F,living worms 20 C,,,,0.159,0.445,0.00203767
F,living worms 20 C,,,,0.159,0.467,0.00204363
F,living worms 20 C,,,,0.159,0.489,0.00193854
F,living worms 20 C,,,,0.159,0.511,0.00174627
F,living worms 20 C,,,,0.159,0.533,0.00145131
F,living worms 20 C,,,,0.159,0.555,0.00110031
F,living worms 20 C,,,,0.159,0.577,0.000756409
F,living worms 20 C,,,,0.165,0.049,0.000104021
F,living worms 20 C,,,,0.165,0.071,8.65966e-05
F,living worms 20 C,,,,0.165,0.093,0.000106662
F,living worms 20 C,,,,0.165,0.115,0.000147827
F,living worms 20 C,,,,0.165,0.137,0.00020257
F,living worms 20 C,,,,0.165,0.159,0.000234528
F,living worms 20 C,,,,0.165,0.181,0.000268696
F,living worms 20 C,,,,0.165,0.203,0.000338025
F,living worms 20 C,,,,0.165,0.225,0.00043359
F,living worms 20 C,,,,0.165,0.247,0.000589317
F,living worms 20 C,,,,0.165,0.269,0.000813556
F,living worms 20 C,,,,0.165,0.291,0.0010127
F,living worms 20 C,,,,0.165,0.313,0.00117794
F,living worms 20 C,,,,0.165,0.335,0.00136795
F,living worms 20 C,,,,0.165,0.357,0.00150381
F,living worms 20 C,,,,0.165,0.379,0.00157233
F,living worms 20 C,,,,0.165,0.401,0.00166488
F,living worms 20 C,,,,0.165,0.423,0.00178897
F,living worms 20 C,,,,0.165,0.445,0.00192208
F,living worms 20 C,,,,0.165,0.467,0.00200051
F,living worms 20 C,,,,0.165,0.489,0.00195331
F,living worms 20 C,,,,0.165,0.511,0.00184056
F,living worms 20 C,,,,0.165,0.533,0.00165993
F,living worms 20 C,,,,0.165,0.555,0.00139423
F,living worms 20 C,,,,0.165,0.577,0.00110636
F,living worms 20 C,,,,0.165,0.599,0.000803992
F,living worms 20 C,,,,0.171,0.093,8.65844e-05
F,living worms 20 C,,,,0.171,0.115,0.000117315
F,living worms 20 C,,,,0.171,0.137,0.000162584
F,living worms 20 C,,,,0.171,0.159,0.000195406
F,living worms 20 C,,,,0.171,0.181,0.000233322
F,living worms 20 C,,,,0.171,0.203,0.000294966
F,living worms 20 C,,,,0.171,0.225,0.00037031
F,living worms 20 C,,,,0.171,0.247,0.000497444
F,living worms 20 C,,,,0.171,0.269,0.00068091
F,living worms 20 C,,,,0.171,0.291,0.000840408
F,living worms 20 C,,,,0.171,0.313,0.000995258
F,living worms 20 C,,,,0.171,0.335,0.00122476
F,living worms 20 C,,,,0.171,0.357,0.00139368
F,living worms 20 C,,,,0.171,0.379,0.0014222
F,living worms 20 C,,,,0.171,0.401,0.00146416
F,living worms 20 C,,,,0.171,0.423,0.00158833
F,living worms 20 C,,,,0.171,0.445,0.0017179
F,living worms 20 C,,,,0.171,0.467,0.00179851
F,living worms 20 C,,,,0.171,0.489,0.00178404
F,living worms 20 C,,,,0.171,0.511,0.00174009
F,living worms 20 C,,,,0.171,0.533,0.00170248
F,living worms 20 C,,,,0.171,0.555,0.0015923
F,living worms 20 C,,,,0.171,0.577,0.00145299
F,living worms 20 C,,,,0.171,0.599,0.00124534
F,living worms 20 C,,,,0.171,0.621,0.000902283
F,living worms 20 C,,,,0.177,0.115,0.000106543
F,living worms 20 C,,,,0.177,0.137,0.000149097
F,living worms 20 C,,,,0.177,0.159,0.000182277
F,living worms 20 C,,,,0.177,0.181,0.000211077
F,living worms 20 C,,,,0.177,0.203,0.000263346
F,living worms 20 C,,,,0.177,0.225,0.000334479
F,living worms 20 C,,,,0.177,0.247,0.000445897
F,living worms 20 C,,,,0.177,0.269,0.000586493
F,living worms 20 C,,,,0.177,0.291,0.000714049
F,living worms 20 C,,,,0.177,0.313,0.000850416
F,living worms 20 C,,,,0.177,0.335,0.00106218
F,living worms 20 C,,,,0.177,0.357,0.00121922
F,living worms 20 C,,,,0.177,0.379,0.00121968
F,living worms 20 C,,,,0.177,0.401,0.00122205
F,living worms 20 C,,,,0.177,0.423,0.00132771
F,living worms 20 C,,,,0.177,0.445,0.0014557
F,living worms 20 C,,,,0.177,0.467,0.00153891
F,living worms 20 C,,,,0.177,0.489,0.00157104
F,living worms 20 C,,,,0.177,0.511,0.0016024
F,living worms 20 C,,,,0.177,0.533,0.00167378
F,living worms 20 C,,,,0.177,0.555,0.00169767
F,living worms 20 C,,,,0.177,0.577,0.00170619
F,living worms 20 C,,,,0.177,0.599,0.00166131
F,living worms 20 C,,,,0.177,0.621,0.00142318
F,living worms 20 C,,,,0.177,0.643,0.0010056
F,living worms 20 C,,,,0.183,0.159,0.000166888
F,living worms 20 C,,,,0.183,0.181,0.000181925
F,living worms 20 C,,,,0.183,0.203,0.000232184
F,living worms 20 C,,,,0.183,0.225,0.000304891
F,living worms 20 C,,,,0.183,0.247,0.00038578
F,living worms 20 C,,,,0.183,0.269,0.000480162
F,living worms 20 C,,,,0.183,0.291,0.000595842
F,living worms 20 C,,,,0.183,0.313,0.000721336
F,living worms 20 C,,,,0.183,0.335,0.000875772
F,living worms 20 C,,,,0.183,0.357,0.000985781
F,living worms 20 C,,,,0.183,0.379,0.000987593
F,living worms 20 C,,,,0.183,0.401,0.000987889
F,living worms 20 C,,,,0.183,0.423,0.00107785
F,living worms 20 C,,,,0.183,0.445,0.00120953
F,living worms 20 C,,,,0.183,0.467,0.00128776
F,living worms 20 C,,,,0.183,0.489,0.00134027
F,living worms 20 C,,,,0.183,0.511,0.00143923
F,living worms 20 C,,,,0.183,0.533,0.00157716
F,living worms 20 C,,,,0.183,0.555,0.00168213
F,living worms 20 C,,,,0.183,0.577,0.00179949
F,living worms 20 C,,,,0.183,0.599,0.00189829
F,living worms 20 C,,,,0.183,0.621,0.00182594
F,living worms 20 C,,,,0.183,0.643,0.00151251
F,living worms 20 C,,,,0.183,0.665,0.00111124
F,living worms 20 C,,,,0.189,0.203,0.000224617
F,living worms 20 C,,,,0.189,0.225,0.000290008
F,living worms 20 C,,,,0.189,0.247,0.000319668
F,living worms 20 C,,,,0.189,0.269,0.000361932
F,living worms 20 C,,,,0.189,0.291,0.000471963
F,living worms 20 C,,,,0.189,0.313,0.000598213
F,living worms 20 C,,,,0.189,0.335,0.000700338
F,living worms 20 C,,,,0.189,0.357,0.000775945
F,living worms 20 C,,,,0.189,0.379,0.000815097
F,living worms 20 C,,,,0.189,0.401,0.000845874
F,living worms 20 C,,,,0.189,0.423,0.000907119
F,living worms 20 C,,,,0.189,0.445,0.000997815
F,living worms 20 C,,,,0.189,0.467,0.00105597
F,living worms 20 C,,,,0.189,0.489,0.00111848
F,living worms 20 C,,,,0.189,0.511,0.00127553
F,living worms 20 C,,,,0.189,0.533,0.00145178
F,living worms 20 C,,,,0.189,0.555,0.00158596
F,living worms 20 C,,,,0.189,0.577,0.00177123
F,living worms 20 C,,,,0.189,0.599,0.00197654
F,living worms 20 C,,,,0.189,0.621,0.00205372
F,living worms 20 C,,,,0.189,0.643,0.00195636
F,living worms 20 C,,,,0.189,0.665,0.00166787
F,living worms 20 C,,,,0.189,0.687,0.00119108
F,living worms 20 C,,,,0.195,0.247,0.000271376
F,living worms 20 C,,,,0.195,0.269,0.000299282
F,living worms 20 C,,,,0.195,0.291,0.000395583
F,living worms 20 C,,,,0.195,0.313,0.000515372
F,living worms 20 C,,,,0.195,0.335,0.000589871
F,living worms 20 C,,,,0.195,0.357,0.000646839
F,living worms 20 C,,,,0.195,0.379,0.000713678
F,living worms 20 C,,,,0.195,0.401,0.000771143
F,living worms 20 C,,,,0.195,0.423,0.000810348
F,living worms 20 C,,,,0.195,0.445,0.000847107
F,living worms 20 C,,,,0.195,0.467,0.00087485
F,living worms 20 C,,,,0.195,0.489,0.000928824
F,living worms 20 C,,,,0.195,0.511,0.0010956
F,living worms 20 C,,,,0.195,0.533,0.00130169
F,living worms 20 C,,,,0.195,0.555,0.00145788
F,living worms 20 C,,,,0.195,0.577,0.00165389
F,living worms 20 C,,,,0.195,0.599,0.0019204
F,living worms 20 C,,,,0.195,0.621,0.00212496
F,living worms 20 C,,,,0.195,0.643,0.00222453
F,living worms 20 C,,,,0.195,0.665,0.0021092
F,living worms 20 C,,,,0.195,0.687,0.001692
F,living worms 20 C,,,,0.195,0.709,0.00121158
F,living worms 20 C,,,,0.201,0.291,0.000350846
F,living worms 20 C,,,,0.201,0.313,0.000426228
F,living worms 20 C,,,,0.201,0.335,0.000479509
F,living worms 20 C,,,,0.201,0.357,0.000541958
F,living worms 20 C,,,,0.201,0.379,0.000631809
F,living worms 20 C,,,,0.201,0.401,0.000706509
F,living worms 20 C,,,,0.201,0.423,0.000746341
F,living worms 20 C,,,,0.201,0.445,0.0007547
F,living worms 20 C,,,,0.201,0.467,0.000756107
F,living worms 20 C,,,,0.201,0.489,0.000791185
F,living worms 20 C,,,,0.201,0.511,0.000916592
F,living worms 20 C,,,,0.201,0.533,0.0010923
F,living worms 20 C,,,,0.201,0.555,0.0012378
F,living worms 20 C,,,,0.201,0.577,0.00144346
F,living worms 20 C,,,,0.201,0.599,0.00176026
F,living worms 20 C,,,,0.201,0.621,0.0020292
F,living worms 20 C,,,,0.201,0.643,0.00220205
F,living worms 20 C,,,,0.201,0.665,0.00225621
F,living worms 20 C,,,,0.201,0.687,0.00206464
F,living worms 20 C,,,,0.201,0.709,0.00173857
F,living worms 20 C,,,,0.207,0.335,0.000394303
F,living worms 20 C,,,,0.207,0.357,0.000468437
F,living worms 20 C,,,,0.207,0.379,0.000574345
F,living worms 20 C,,,,0.207,0.401,0.000652327
F,living worms 20 C,,,,0.207,0.423,0.000677166
F,living worms 20 C,,,,0.207,0.445,0.000656756
F,living worms 20 C,,,,0.207,0.467,0.000654425
F,living worms 20 C,,,,0.207,0.489,0.000703439
F,living worms 20 C,,,,0.207,0.511,0.000810581
F,living worms 20 C,,,,0.207,0.533,0.000937456
F,living worms 20 C,,,,0.207,0.555,0.00105605
F,living worms 20 C,,,,0.207,0.577,0.00126731
F,living worms 20 C,,,,0.207,0.599,0.00159057
F,living worms 20 C,,,,0.207,0.621,0.00182909
F,living worms 20 C,,,,0.207,0.643,0.00196305
F,living worms 20 C,,,,0.207,0.665,0.00210841
F,living worms 20 C,,,,0.207,0.687,0.00218589
F,living worms 20 C,,,,0.207,0.709,0.00214127
F,living worms 20 C,,,,0.207,0.731,0.00188206
F,living worms 20 C,,,,0.213,0.357,0.000421061
F,living worms 20 C,,,,0.213,0.379,0.0005147
F,living worms 20 C,,,,0.213,0.401,0.000585135
F,living worms 20 C,,,,0.213,0.423,0.000587681
F,living worms 20 C,,,,0.213,0.445,0.000558174
F,living worms 20 C,,,,0.213,0.467,0.00057639
F,living worms 20 C,,,,0.213,0.489,0.000647135
F,living worms 20 C,,,,0.213,0.511,0.000758855
F,living worms 20 C,,,,0.213,0.533,0.000871485
F,living worms 20 C,,,,0.213,0.555,0.000983496
F,living worms 20 C,,,,0.213,0.577,0.00117576
F,living worms 20 C,,,,0.213,0.599,0.00144106
F,living worms 20 C,,,,0.213,0.621,0.00162103
F,living worms 20 C,,,,0.213,0.643,0.00174386
F,living worms 20 C,,,,0.213,0.665,0.00194798
F,living worms 20 C,,,,0.213,0.687,0.00217215
F,living worms 20 C,,,,0.213,0.709,0.00231081
F,living worms 20 C,,,,0.213,0.731,0.00221492
F,living worms 20 C,,,,0.213,0.753,0.00189779
F,living worms 20 C,,,,0.219,0.401,0.000496225
F,living worms 20 C,,,,0.219,0.423,0.00048816
F,living worms 20 C,,,,0.219,0.445,0.00047511
F,living worms 20 C,,,,0.219,0.467,0.00051513
F,living worms 20 C,,,,0.219,0.489,0.000589331
F,living worms 20 C,,,,0.219,0.511,0.000686598
F,living worms 20 C,,,,0.219,0.533,0.000779706
F,living worms 20 C,,,,0.219,0.555,0.000893454
F,living worms 20 C,,,,0.219,0.577,0.00108967
F,living worms 20 C,,,,0.219,0.599,0.00130978
F,living worms 20 C,,,,0.219,0.621,0.00147098
F,living worms 20 C,,,,0.219,0.643,0.00163417
F,living worms 20 C,,,,0.219,0.665,0.00189314
F,living worms 20 C,,,,0.219,0.687,0.00216802
F,living worms 20 C,,,,0.219,0.709,0.00233001
F,living worms 20 C,,,,0.219,0.731,0.0023183
F,living worms 20 C,,,,0.219,0.753,0.00218537
F,living worms 20 C,,,,0.219,0.775,0.0019353
F,living worms 20 C,,,,0.225,0.445,0.000429429
F,living worms 20 C,,,,0.225,0.467,0.00045675
F,living worms 20 C,,,,0.225,0.489,0.000516661
F,living worms 20 C,,,,0.225,0.511,0.000596926
F,living worms 20 C,,,,0.225,0.533,0.000666082
F,living worms 20 C,,,,0.225,0.555,0.000768168
F,living worms 20 C,,,,0.225,0.577,0.000968882
F,living worms 20 C,,,,0.225,0.599,0.00116896
F,living worms 20 C,,,,0.225,0.621,0.0013311
F,living worms 20 C,,,,0.225,0.643,0.00150824
F,living worms 20 C,,,,0.225,0.665,0.00175788
F,living worms 20 C,,,,0.225,0.687,0.0020383
F,living worms 20 C,,,,0.225,0.709,0.00220805
F,living worms 20 C,,,,0.225,0.731,0.00226724
F,living worms 20 C,,,,0.225,0.753,0.00231105
F,living worms 20 C,,,,0.225,0.775,0.00228239
F,living worms 20 C,,,,0.225,0.797,0.00202351
F,living worms 20 C,,,,0.231,0.511,0.000517481
F,living worms 20 C,,,,0.231,0.533,0.000574336
F,living worms 20 C,,,,0.231,0.555,0.000665491
F,living worms 20 C,,,,0.231,0.577,0.000843447
F,living worms 20 C,,,,0.231,0.599,0.00100012
F,living worms 20 C,,,,0.231,0.621,0.00112554
F,living worms 20 C,,,,0.231,0.643,0.00128666
F,living worms 20 C,,,,0.231,0.665,0.00149509
F,living worms 20 C,,,,0.231,0.687,0.001736
F,living worms 20 C,,,,0.231,0.709,0.00192623
F,living worms 20 C,,,,0.231,0.731,0.00206919
F,living worms 20 C,,,,0.231,0.753,0.0022161
F,living worms 20 C,,,,0.231,0.775,0.00231025
F,living worms 20 C,,,,0.231,0.797,0.00224255
F,living worms 20 C,,,,0.237,0.555,0.000605143
F,living worms 20 C,,,,0.237,0.577,0.00074697
F,living worms 20 C,,,,0.237,0.599,0.000851273
F,living worms 20 C,,,,0.237,0.621,0.000917132
F,living worms 20 C,,,,0.237,0.643,0.00103197
F,living worms 20 C,,,,0.237,0.665,0.00118341
F,living worms 20 C,,,,0.237,0.687,0.00136003
F,living worms 20 C,,,,0.237,0.709,0.00155752
F,living worms 20 C,,,,0.237,0.731,0.00174234
F,living worms 20 C,,,,0.237,0.753,0.00190916
F,living worms 20 C,,,,0.237,0.775,0.00204963
F,living worms 20 C,,,,0.237,0.797,0.00213427
F,living worms 20 C,,,,0.237,0.819,0.00212654
F,living worms 20 C,,,,0.243,0.599,0.000775119
F,living worms 20 C,,,,0.243,0.621,0.000805513
F,living worms 20 C,,,,0.243,0.643,0.000863379
F,living worms 20 C,,,,0.243,0.665,0.000960562
F,living worms 20 C,,,,0.243,0.687,0.00108013
F,living worms 20 C,,,,0.243,0.709,0.00127453
F,living worms 20 C,,,,0.243,0.731,0.00145892
F,living worms 20 C,,,,0.243,0.753,0.00159
F,living worms 20 C,,,,0.243,0.775,0.00171499
F,living worms 20 C,,,,0.243,0.797,0.00184008
F,living worms 20 C,,,,0.243,0.819,0.00197254
F,living worms 20 C,,,,0.243,0.841,0.00191404
F,living worms 20 C,,,,0.249,0.643,0.00074824
F,living worms 20 C,,,,0.249,0.665,0.00079874
F,living worms 20 C,,,,0.249,0.687,0.000871338
F,living worms 20 C,,,,0.249,0.709,0.00102507
F,living worms 20 C,,,,0.249,0.731,0.00118496
F,living worms 20 C,,,,0.249,0.753,0.00128377
F,living worms 20 C,,,,0.249,0.775,0.00137322
F,living worms 20 C,,,,0.249,0.797,0.00148822
F,living worms 20 C,,,,0.249,0.819,0.00165907
F,living worms 20 C,,,,0.249,0.841,0.00181236
F,living worms 20 C,,,,0.249,0.863,0.00177868
F,living worms 20 C,,,,0.255,0.687,0.000685371
F,living worms 20 C,,,,0.255,0.709,0.000768107
F,living worms 20 C,,,,0.255,0.731,0.000894011
F,living worms 20 C,,,,0.255,0.753,0.000975498
F,living worms 20 C,,,,0.255,0.775,0.00103834
F,living worms 20 C,,,,0.255,0.797,0.00114074
F,living worms 20 C,,,,0.255,0.819,0.00129595
F,living worms 20 C,,,,0.255,0.841,0.0015049
F,living worms 20 C,,,,0.255,0.863,0.0016789
F,living worms 20 C,,,,0.261,0.753,0.000711903
F,living worms 20 C,,,,0.261,0.775,0.000760204
F,living worms 20 C,,,,0.261,0.797,0.000852652
F,living worms 20 C,,,,0.261,0.819,0.000970945
F,living worms 20 C,,,,0.261,0.841,0.00113725
F,living worms 20 C,,,,0.261,0.863,0.00135658
F,living worms 20 C,,,,0.261,0.885,0.00145316
F,living worms 20 C,,,,0.267,0.797,0.000612933
F,living worms 20 C,,,,0.267,0.819,0.000705439
F,living worms 20 C,,,,0.267,0.841,0.000825456
F,living worms 20 C,,,,0.267,0.863,0.00101876
F,living worms 20 C,,,,0.267,0.885,0.00120388
F,living worms 20 C,,,,0.267,0.907,0.00121026
F,living worms 20 C,,,,0.273,0.863,0.000721573
F,living worms 20 C,,,,0.273,0.885,0.000886981
F,living worms 20 C,,,,0.273,0.907,0.00100389
F,living worms 20 C,,,,0.279,0.907,0.000687169
F,living worms 20 C,,,,0.279,0.929,0.000932406
F,living worms 20 C,,,,0.285,0.973,0.000818319
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.063,0.027,2.00072e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.063,0.049,2.00072e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.063,0.071,2.00072e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.063,0.093,6.00216e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.063,0.115,8.00288e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.063,0.181,2.00072e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.005,2.00072e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.027,0.000160058
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.049,8.00288e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.071,0.000380137
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.093,0.000280101
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.115,0.00050018
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.137,0.000560202
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.159,0.000540194
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.181,0.000540194
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.203,0.000280101
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.225,0.000120043
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.247,4.00144e-05
F,model fa=0.5 T=0.2 kappa=0.8,,,,0.069,0.269,2.00072e-05
