panel,series,t_min,x_cm_mm,probability_density_per_mm,Rg_over_lc,Re_over_lc,probability
D,model 20 C,8.61667,58.3751,,,,
D,model 20 C,8.63333,57.3922,,,,
D,model 20 C,8.65,56.5018,,,,
D,model 20 C,8.66667,55.5645,,,,
D,model 20 C,8.68333,54.8499,,,,
D,model 20 C,8.7,54.3409,,,,
D,model 20 C,8.71667,53.7991,,,,
D,model 20 C,8.73333,53.4974,,,,
D,model 20 C,8.75,53.3947,,,,
D,model 20 C,8.76667,53.2741,,,,
D,model 20 C,8.78333,53.4838,,,,
D,model 20 C,8.8,53.9885,,,,
D,model 20 C,8.81667,54.5384,,,,
D,model 20 C,8.83333,55.0385,,,,
D,model 20 C,8.85,55.8496,,,,
D,model 20 C,8.86667,56.8124,,,,
D,model 20 C,8.88333,57.8453,,,,
D,model 20 C,8.9,58.994,,,,
D,model 20 C,8.91667,60.0166,,,,
D,model 20 C,8.93333,61.1771,,,,
D,model 20 C,8.95,62.2093,,,,
D,model 20 C,8.96667,63.331,,,,
D,model 20 C,8.98333,64.3767,,,,
D,model 20 C,9,65.3495,,,,
D,model 20 C,9.01667,66.45,,,,
D,model 20 C,9.03333,67.3431,,,,
D,model 20 C,9.05,68.3451,,,,
D,model 20 C,9.06667,68.9973,,,,
D,model 20 C,9.08333,69.5164,,,,
D,model 20 C,9.1,70.0185,,,,
D,model 20 C,9.11667,70.3992,,,,
D,model 20 C,9.13333,70.4667,,,,
D,model 20 C,9.15,70.3658,,,,
D,model 20 C,9.16667,70.3897,,,,
D,model 20 C,9.18333,70.0548,,,,
D,model 20 C,9.2,69.6829,,,,
D,model 20 C,9.21667,69.2459,,,,
D,model 20 C,9.23333,68.51,,,,
D,model 20 C,9.25,67.7326,,,,
D,model 20 C,9.26667,66.4901,,,,
D,model 20 C,9.28333,65.2179,,,,
D,model 20 C,9.3,64.0552,,,,
D,model 20 C,9.31667,62.961,,,,
D,model 20 C,9.33333,61.9115,,,,
D,model 20 C,9.35,60.902,,,,
D,model 20 C,9.36667,59.7711,,,,
D,model 20 C,9.38333,58.604,,,,
D,model 20 C,9.4,57.4291,,,,
D,model 20 C,9.41667,56.3565,,,,
D,model 20 C,9.43333,55.08,,,,
D,model 20 C,9.45,53.9042,,,,
D,model 20 C,9.46667,52.8456,,,,
D,model 20 C,9.48333,51.6994,,,,
D,model 20 C,9.5,50.701,,,,
D,model 20 C,9.51667,49.6342,,,,
D,model 20 C,9.53333,48.5087,,,,
D,model 20 C,9.55,47.3678,,,,
D,model 20 C,9.56667,46.2518,,,,
D,model 20 C,9.58333,45.0814,,,,
D,model 20 C,9.6,43.951,,,,
D,model 20 C,9.61667,42.9877,,,,
D,model 20 C,9.63333,41.8383,,,,
D,model 20 C,9.65,40.9423,,,,
D,model 20 C,9.66667,40.3958,,,,
D,model 20 C,9.68333,39.9121,,,,
D,model 20 C,9.7,39.4997,,,,
D,model 20 C,9.71667,39.3498,,,,
D,model 20 C,9.73333,39.2493,,,,
D,model 20 C,9.75,39.2649,,,,
D,model 20 C,9.76667,39.389,,,,
D,model 20 C,9.78333,39.7579,,,,
D,model 20 C,9.8,40.2285,,,,
D,model 20 C,9.81667,40.6618,,,,
D,model 20 C,9.83333,41.1736,,,,
D,model 20 C,9.85,41.7813,,,,
D,model 20 C,9.86667,42.2308,,,,
D,model 20 C,9.88333,42.4827,,,,
D,model 20 C,9.9,42.8734,,,,
D,model 20 C,9.91667,43.0761,,,,
D,model 20 C,9.93333,42.9196,,,,
D,model 20 C,9.95,42.6624,,,,
D,model 20 C,9.96667,42.1546,,,,
D,model 20 C,9.98333,41.4816,,,,
D,model 20 C,10,40.6493,,,,
D,model 20 C,10.0167,39.728,,,,
D,model 20 C,10.0333,38.6628,,,,
D,model 20 C,10.05,37.6184,,,,
D,model 20 C,10.0667,36.6673,,,,
D,model 20 C,10.0833,35.5286,,,,
D,model 20 C,10.1,34.4617,,,,
D,model 20 C,10.1167,33.364,,,,
D,model 20 C,10.1333,32.2735,,,,
D,model 20 C,10.15,31.1288,,,,
D,model 20 C,10.1667,29.9455,,,,
D,model 20 C,10.1833,28.7074,,,,
D,model 20 C,10.2,27.3727,,,,
D,model 20 C,10.2167,26.2553,,,,
D,model 20 C,10.2333,25.0232,,,,
D,model 20 C,10.25,23.8979,,,,
D,model 20 C,10.2667,22.8009,,,,
D,model 20 C,10.2833,21.5902,,,,
D,model 20 C,10.3,20.3981,,,,
D,model 20 C,10.3167,19.3612,,,,
D,model 20 C,10.3333,18.2508,,,,
D,model 20 C,10.35,17.1289,,,,
D,model 20 C,10.3667,15.7048,,,,
D,model 20 C,10.3833,14.4983,,,,
D,model 20 C,10.4,13.5451,,,,
D,model 20 C,10.4167,12.4998,,,,
D,model 20 C,10.4333,11.4027,,,,
D,model 20 C,10.45,10.2921,,,,
D,model 20 C,10.4667,9.30725,,,,
D,model 20 C,10.4833,8.39995,,,,
D,model 20 C,10.5,7.5407,,,,
D,model 20 C,10.5167,6.63265,,,,
D,model 20 C,10.5333,5.90935,,,,
D,model 20 C,10.55,5.2361,,,,
D,model 20 C,10.5667,4.54585,,,,
D,model 20 C,10.5833,4.04455,,,,
D,model 20 C,10.6,3.6292,,,,
D,model 20 C,10.6167,3.442,,,,
D,model 20 C,10.6333,3.29995,,,,
D,model 20 C,10.65,3.1334,,,,
D,model 20 C,10.6667,3.053,,,,
D,model 20 C,10.6833,3.04795,,,,
D,model 20 C,10.7,3.2306,,,,
D,model 20 C,10.7167,3.388,,,,
D,model 20 C,10.7333,3.8474,,,,
D,model 20 C,10.75,4.0173,,,,
D,model 20 C,10.7667,4.112,,,,
D,model 20 C,10.7833,4.5831,,,,
D,model 20 C,10.8,5.15625,,,,
D,model 20 C,10.8167,5.69585,,,,
D,model 20 C,10.8333,6.11105,,,,
D,model 20 C,10.85,6.4302,,,,
D,model 20 C,10.8667,6.53835,,,,
D,model 20 C,10.8833,6.7951,,,,
D,model 20 C,10.9,7.0162,,,,
D,model 20 C,10.9167,7.0415,,,,
D,model 20 C,10.9333,6.88955,,,,
D,model 20 C,10.95,6.8324,,,,
D,model 20 C,10.9667,6.3492,,,,
D,model 20 C,10.9833,5.76425,,,,
D,model 20 C,11,5.4746,,,,
D,model 20 C,11.0167,5.01345,,,,
D,model 20 C,11.0333,4.709,,,,
D,model 20 C,11.05,4.4308,,,,
D,model 20 C,11.0667,4.28545,,,,
D,model 20 C,11.0833,4.17295,,,,
D,model 20 C,11.1,4.25085,,,,
D,model 20 C,11.1167,4.28345,,,,
D,model 20 C,11.1333,4.24315,,,,
D,model 20 C,11.15,4.39825,,,,
D,model 20 C,11.1667,4.80475,,,,
D,model 20 C,11.1833,4.84655,,,,
D,model 20 C,11.2,4.9412,,,,
D,model 20 C,11.2167,5.1095,,,,
D,model 20 C,11.2333,4.99845,,,,
D,model 20 C,11.25,4.84195,,,,
D,model 20 C,11.2667,4.88195,,,,
D,model 20 C,11.2833,4.7806,,,,
D,model 20 C,11.3,4.782,,,,
D,model 20 C,11.3167,4.79765,,,,
D,model 20 C,11.3333,4.8696,,,,
D,model 20 C,11.35,4.52425,,,,
D,model 20 C,11.3667,4.3326,,,,
D,model 20 C,11.3833,4.2686,,,,
D,model 20 C,11.4,4.20545,,,,
D,model 20 C,11.4167,4.1023,,,,
D,model 20 C,11.4333,4.02985,,,,
D,model 20 C,11.45,4.2051,,,,
D,model 20 C,11.4667,4.15305,,,,
D,model 20 C,11.4833,4.1858,,,,
D,model 20 C,11.5,4.23295,,,,
D,model 20 C,11.5167,4.3219,,,,
D,model 20 C,11.5333,4.36095,,,,
D,model 20 C,11.55,4.40815,,,,
D,model 20 C,11.5667,4.44665,,,,
D,model 20 C,11.5833,4.28365,,,,
D,model 20 C,11.6,4.19185,,,,
D,model 20 C,11.6167,3.99335,,,,
D,model 20 C,11.6333,3.61685,,,,
D,model 20 C,11.65,3.4057,,,,
D,model 20 C,11.6667,3.04925,,,,
D,model 20 C,11.6833,2.76295,,,,
D,model 20 C,11.7,2.66285,,,,
D,model 20 C,11.7167,2.62765,,,,
D,model 20 C,11.7333,2.70555,,,,
D,model 20 C,11.75,3.0616,,,,
D,model 20 C,11.7667,3.3332,,,,
D,model 20 C,11.7833,3.78235,,,,
D,model 20 C,11.8,4.2416,,,,
D,model 20 C,11.8167,4.69385,,,,
D,model 20 C,11.8333,5.0193,,,,
D,model 20 C,11.85,5.3708,,,,
D,model 20 C,11.8667,5.95325,,,,
D,model 20 C,11.8833,6.2344,,,,
D,model 20 C,11.9,6.6588,,,,
D,model 20 C,11.9167,7.09095,,,,
D,model 20 C,11.9333,7.4662,,,,
D,model 20 C,11.95,7.4657,,,,
D,model 20 C,11.9667,7.6314,,,,
D,model 20 C,11.9833,7.67645,,,,
D,model 20 C,12,7.49975,,,,
D,model 20 C,12.0167,7.2717,,,,
D,model 20 C,12.0333,6.9622,,,,
D,model 20 C,12.05,6.41525,,,,
D,model 20 C,12.0667,5.90215,,,,
D,model 20 C,12.0833,5.61375,,,,
D,model 20 C,12.1,5.04455,,,,
D,model 20 C,12.1167,4.632,,,,
D,model 20 C,12.1333,4.0299,,,,
D,model 20 C,12.15,3.51935,,,,
D,model 20 C,12.1667,3.40375,,,,
D,model 20 C,12.1833,3.4465,,,,
D,model 20 C,12.2,3.58195,,,,
D,model 20 C,12.2167,3.78615,,,,
D,model 20 C,12.2333,4.0413,,,,
D,model 20 C,12.25,4.0289,,,,
D,model 20 C,12.2667,4.1138,,,,
D,model 20 C,12.2833,4.31925,,,,
D,model 20 C,12.3,4.49985,,,,
D,model 20 C,12.3167,4.48925,,,,
D,model 20 C,12.3333,4.5737,,,,
D,model 20 C,12.35,4.1862,,,,
D,model 20 C,12.3667,4.0317,,,,
D,model 20 C,12.3833,3.80115,,,,
D,model 20 C,12.4,3.81295,,,,
D,model 20 C,12.4167,3.8985,,,,
D,model 20 C,12.4333,3.91505,,,,
D,model 20 C,12.45,3.80955,,,,
D,model 20 C,12.4667,3.69085,,,,
D,model 20 C,12.4833,3.42715,,,,
D,model 20 C,12.5,3.3271,,,,
D,model 20 C,12.5167,3.14655,,,,
D,model 20 C,12.5333,2.9667,,,,
D,model 20 C,12.55,2.8172,,,,
D,model 20 C,12.5667,2.91215,,,,
D,model 20 C,12.5833,3.0279,,,,
D,model 20 C,12.6,3.1094,,,,
D,model 20 C,12.6167,3.4735,,,,
D,model 20 C,12.6333,3.65675,,,,
D,model 20 C,12.65,3.70605,,,,
D,model 20 C,12.6667,3.94935,,,,
D,model 20 C,12.6833,4.00365,,,,
D,model 20 C,12.7,4.13505,,,,
D,model 20 C,12.7167,4.3275,,,,
D,model 20 C,12.7333,4.3605,,,,
D,model 20 C,12.75,4.35175,,,,
D,model 20 C,12.7667,4.42395,,,,
D,model 20 C,12.7833,4.46755,,,,
D,model 20 C,12.8,4.4993,,,,
D,model 20 C,12.8167,4.80055,,,,
D,model 20 C,12.8333,5.0681,,,,
D,model 20 C,12.85,5.0549,,,,
D,model 20 C,12.8667,5.3372,,,,
D,model 20 C,12.8833,5.1168,,,,
D,model 20 C,12.9,4.9832,,,,
D,model 20 C,12.9167,4.8122,,,,
D,model 20 C,12.9333,4.70575,,,,
D,model 20 C,12.95,4.48045,,,,
D,model 20 C,12.9667,4.40955,,,,
D,model 20 C,12.9833,4.486,,,,
D,model 20 C,13,4.56965,,,,
D,model 20 C,13.0167,4.70555,,,,
D,model 20 C,13.0333,5.04615,,,,
D,model 20 C,13.05,4.9703,,,,
D,model 20 C,13.0667,5.0165,,,,
D,model 20 C,13.0833,5.5221,,,,
D,model 20 C,13.1,5.65895,,,,
D,model 20 C,13.1167,5.9475,,,,
D,model 20 C,13.1333,6.3013,,,,
D,model 20 C,13.15,6.68875,,,,
D,model 20 C,13.1667,7.4455,,,,
D,model 20 C,13.1833,8.2569,,,,
D,model 20 C,13.2,8.8411,,,,
D,model 20 C,13.2167,9.7538,,,,
D,model 20 C,13.2333,10.7461,,,,
D,model 20 C,13.25,11.5001,,,,
D,model 20 C,13.2667,12.3826,,,,
D,model 20 C,13.2833,13.2463,,,,
D,model 20 C,13.3,14.3747,,,,
D,model 20 C,13.3167,15.5488,,,,
D,model 20 C,13.3333,16.6829,,,,
D,model 20 C,13.35,17.907,,,,
D,model 20 C,13.3667,18.8844,,,,
D,model 20 C,13.3833,20.0448,,,,
D,model 20 C,13.4,21.1923,,,,
D,model 20 C,13.4167,22.2207,,,,
D,model 20 C,13.4333,23.5123,,,,
D,model 20 C,13.45,24.6194,,,,
D,model 20 C,13.4667,25.6077,,,,
D,model 20 C,13.4833,26.3236,,,,
D,model 20 C,13.5,27.0237,,,,
D,model 20 C,13.5167,27.8861,,,,
D,model 20 C,13.5333,28.3978,,,,
D,model 20 C,13.55,28.7525,,,,
D,model 20 C,13.5667,28.9716,,,,
D,model 20 C,13.5833,29.1104,,,,
D,model 20 C,13.6,29.0477,,,,
D,model 20 C,13.6167,28.4772,,,,
D,model 20 C,13.6333,28.3624,,,,
D,model 20 C,13.65,27.9119,,,,
D,model 20 C,13.6667,27.5526,,,,
D,model 20 C,13.6833,26.9994,,,,
D,model 20 C,13.7,26.5282,,,,
D,model 20 C,13.7167,26.0901,,,,
D,model 20 C,13.7333,25.8051,,,,
D,model 20 C,13.75,25.4992,,,,
D,model 20 C,13.7667,25.4202,,,,
D,model 20 C,13.7833,25.6187,,,,
D,model 20 C,13.8,26.0723,,,,
D,model 20 C,13.8167,26.5123,,,,
D,model 20 C,13.8333,27.1876,,,,
D,model 20 C,13.85,28.0217,,,,
D,model 20 C,13.8667,28.8533,,,,
D,model 20 C,13.8833,29.4059,,,,
D,model 20 C,13.9,30.228,,,,
D,model 20 C,13.9167,30.695,,,,
D,model 20 C,13.9333,31.0524,,,,
D,model 20 C,13.95,31.2438,,,,
D,model 20 C,13.9667,31.1473,,,,
D,model 20 C,13.9833,30.9579,,,,
D,model 20 C,14,30.7431,,,,
D,model 20 C,14.0167,30.7074,,,,
D,model 20 C,14.0333,30.2728,,,,
D,model 20 C,14.05,29.8026,,,,
D,model 20 C,14.0667,28.8628,,,,
D,model 20 C,14.0833,27.9378,,,,
D,model 20 C,14.1,26.6022,,,,
D,model 20 C,14.1167,25.3559,,,,
D,model 20 C,14.1333,24.2528,,,,
D,model 20 C,14.15,22.9306,,,,
D,model 20 C,14.1667,21.622,,,,
D,model 20 C,14.1833,20.5761,,,,
D,model 20 C,14.2,19.3313,,,,
D,model 20 C,14.2167,18.3312,,,,
D,model 20 C,14.2333,17.0566,,,,
D,model 20 C,14.25,15.8285,,,,
D,model 20 C,14.2667,14.4627,,,,
D,model 20 C,14.2833,13.1907,,,,
D,model 20 C,14.3,11.8526,,,,
D,model 20 C,14.3167,10.8351,,,,
D,model 20 C,14.3333,10.0543,,,,
D,model 20 C,14.35,9.2328,,,,
D,model 20 C,14.3667,8.84495,,,,
D,model 20 C,14.3833,8.3988,,,,
D,model 20 C,14.4,8.06655,,,,
D,model 20 C,14.4167,7.78745,,,,
D,model 20 C,14.4333,7.52765,,,,
D,model 20 C,14.45,7.5637,,,,
D,model 20 C,14.4667,7.8862,,,,
D,model 20 C,14.4833,7.9661,,,,
D,model 20 C,14.5,8.3631,,,,
D,model 20 C,14.5167,8.8321,,,,
D,model 20 C,14.5333,9.5025,,,,
D,model 20 C,14.55,10.306,,,,
D,model 20 C,14.5667,11.3436,,,,
D,model 20 C,14.5833,12.4451,,,,
D,model 20 C,14.6,13.331,,,,
D,model 20 C,14.6167,14.4272,,,,
D,model 20 C,14.6333,15.2105,,,,
D,model 20 C,14.65,15.8986,,,,
D,model 20 C,14.6667,16.6486,,,,
D,model 20 C,14.6833,17.2103,,,,
D,model 20 C,14.7,17.6921,,,,
D,model 20 C,14.7167,17.8248,,,,
D,model 20 C,14.7333,18.0098,,,,
D,model 20 C,14.75,17.84,,,,
D,model 20 C,14.7667,17.6334,,,,
D,model 20 C,14.7833,17.0171,,,,
D,model 20 C,14.8,16.5101,,,,
D,model 20 C,14.8167,15.7719,,,,
D,model 20 C,14.8333,14.8751,,,,
D,model 20 C,14.85,13.8683,,,,
D,model 20 C,14.8667,12.8265,,,,
D,model 20 C,14.8833,11.7918,,,,
D,model 20 C,14.9,11.0281,,,,
D,model 20 C,14.9167,10.2859,,,,
D,model 20 C,14.9333,9.3409,,,,
D,model 20 C,14.95,8.4979,,,,
D,model 20 C,14.9667,7.7786,,,,
D,model 20 C,14.9833,7.18565,,,,
D,model 20 C,15,6.54765,,,,
D,model 20 C,15.0167,5.69675,,,,
D,model 20 C,15.0333,5.13655,,,,
D,model 20 C,15.05,4.76575,,,,
D,model 20 C,15.0667,4.2959,,,,
D,model 20 C,15.0833,3.9328,,,,
D,model 20 C,15.1,3.7728,,,,
D,model 20 C,15.1167,3.64855,,,,
D,model 20 C,15.1333,3.48815,,,,
D,model 20 C,15.15,3.2831,,,,
D,model 20 C,15.1667,3.09685,,,,
D,model 20 C,15.1833,3.05735,,,,
D,model 20 C,15.2,2.9226,,,,
D,model 20 C,15.2167,2.90665,,,,
D,model 20 C,15.2333,3.0363,,,,
D,model 20 C,15.25,3.1391,,,,
D,model 20 C,15.2667,3.575,,,,
D,model 20 C,15.2833,3.92515,,,,
D,model 20 C,15.3,4.1968,,,,
D,model 20 C,15.3167,4.39595,,,,
D,model 20 C,15.3333,4.5385,,,,
D,model 20 C,15.35,4.46195,,,,
D,model 20 C,15.3667,4.50725,,,,
D,model 20 C,15.3833,4.65915,,,,
D,model 20 C,15.4,4.96275,,,,
D,model 20 C,15.4167,5.3019,,,,
D,model 20 C,15.4333,5.594,,,,
D,model 20 C,15.45,5.81245,,,,
D,model 20 C,15.4667,6.0655,,,,
D,model 20 C,15.4833,6.0604,,,,
D,model 20 C,15.5,5.94745,,,,
D,model 20 C,15.5167,5.68645,,,,
D,model 20 C,15.5333,5.44375,,,,
D,model 20 C,15.55,5.2867,,,,
D,model 20 C,15.5667,5.24885,,,,
D,model 20 C,15.5833,5.30315,,,,
D,model 20 C,15.6,5.23355,,,,
D,model 20 C,15.6167,5.31285,,,,
D,model 20 C,15.6333,5.50445,,,,
D,model 20 C,15.65,5.6202,,,,
D,model 20 C,15.6667,5.83745,,,,
D,model 20 C,15.6833,5.927,,,,
D,model 20 C,15.7,5.7633,,,,
D,model 20 C,15.7167,5.77635,,,,
D,model 20 C,15.7333,5.79265,,,,
D,model 20 C,15.75,6.1085,,,,
D,model 20 C,15.7667,6.3264,,,,
D,model 20 C,15.7833,6.6403,,,,
D,model 20 C,15.8,7.12045,,,,
D,model 20 C,15.8167,7.62165,,,,
D,model 20 C,15.8333,8.1835,,,,
D,model 20 C,15.85,8.719,,,,
D,model 20 C,15.8667,9.164,,,,
D,model 20 C,15.8833,9.4028,,,,
D,model 20 C,15.9,9.68635,,,,
D,model 20 C,15.9167,9.75625,,,,
D,model 20 C,15.9333,9.7529,,,,
D,model 20 C,15.95,9.8396,,,,
D,model 20 C,15.9667,9.63065,,,,
D,model 20 C,15.9833,9.548,,,,
D,model 20 C,16,9.1725,,,,
D,model 20 C,16.0167,8.59025,,,,
D,model 20 C,16.0333,8.08025,,,,
D,model 20 C,16.05,7.4363,,,,
D,model 20 C,16.0667,6.6162,,,,
D,model 20 C,16.0833,6.12735,,,,
D,model 20 C,16.1,5.7654,,,,
D,model 20 C,16.1167,5.25275,,,,
D,model 20 C,16.1333,4.69805,,,,
D,model 20 C,16.15,4.47035,,,,
D,model 20 C,16.1667,4.42915,,,,
D,model 20 C,16.1833,4.51995,,,,
D,model 20 C,16.2,4.62435,,,,
D,model 20 C,16.2167,4.5815,,,,
D,model 20 C,16.2333,4.49745,,,,
D,model 20 C,16.25,4.3626,,,,
D,model 20 C,16.2667,4.378,,,,
D,model 20 C,16.2833,4.2873,,,,
D,model 20 C,16.3,4.4316,,,,
D,model 20 C,16.3167,4.29415,,,,
D,model 20 C,16.3333,4.19555,,,,
D,model 20 C,16.35,3.97695,,,,
D,model 20 C,16.3667,3.90815,,,,
D,model 20 C,16.3833,3.87225,,,,
D,model 20 C,16.4,3.60955,,,,
D,model 20 C,16.4167,3.38605,,,,
D,model 20 C,16.4333,3.18085,,,,
D,model 20 C,16.45,2.93625,,,,
D,model 20 C,16.4667,2.76665,,,,
D,model 20 C,16.4833,2.84555,,,,
D,model 20 C,16.5,2.84505,,,,
D,model 20 C,16.5167,2.7076,,,,
D,model 20 C,16.5333,2.72715,,,,
D,model 20 C,16.55,2.65205,,,,
D,model 20 C,16.5667,2.59385,,,,
D,model 20 C,16.5833,2.6568,,,,
D,model 20 C,16.6,2.58245,,,,
D,model 20 C,16.6167,2.6982,,,,
D,model 20 C,16.6333,2.63705,,,,
D,model 20 C,16.65,2.69605,,,,
D,model 20 C,16.6667,2.77235,,,,
D,model 20 C,16.6833,3.20605,,,,
D,model 20 C,16.7,3.59535,,,,
D,model 20 C,16.7167,3.94015,,,,
D,model 20 C,16.7333,4.30495,,,,
D,model 20 C,16.75,4.66185,,,,
D,model 20 C,16.7667,4.8672,,,,
D,model 20 C,16.7833,4.872,,,,
D,model 20 C,16.8,5.05505,,,,
D,model 20 C,16.8167,4.9903,,,,
D,model 20 C,16.8333,5.01815,,,,
D,model 20 C,16.85,5.1727,,,,
D,model 20 C,16.8667,5.37895,,,,
D,model 20 C,16.8833,5.7706,,,,
D,model 20 C,16.9,6.01175,,,,
D,model 20 C,16.9167,6.4802,,,,
D,model 20 C,16.9333,6.88275,,,,
D,model 20 C,16.95,7.3416,,,,
D,model 20 C,16.9667,7.7587,,,,
D,model 20 C,16.9833,8.3851,,,,
D,model 20 C,17,9.16535,,,,
D,model 20 C,17.0167,10.0345,,,,
D,model 20 C,17.0333,10.9287,,,,
D,model 20 C,17.05,12.0451,,,,
D,model 20 C,17.0667,13.0647,,,,
D,model 20 C,17.0833,14.2527,,,,
D,model 20 C,17.1,15.2829,,,,
D,model 20 C,17.1167,16.3778,,,,
D,model 20 C,17.1333,17.5275,,,,
D,model 20 C,17.15,18.6196,,,,
D,model 20 C,17.1667,19.7381,,,,
D,model 20 C,17.1833,21.0222,,,,
D,model 20 C,17.2,22.1607,,,,
D,model 20 C,17.2167,23.5046,,,,
D,model 20 C,17.2333,24.5822,,,,
D,model 20 C,17.25,25.9,,,,
D,model 20 C,17.2667,26.999,,,,
D,model 20 C,17.2833,27.7818,,,,
D,model 20 C,17.3,28.4664,,,,
D,model 20 C,17.3167,29.1083,,,,
D,model 20 C,17.3333,29.6043,,,,
D,model 20 C,17.35,30.1103,,,,
D,model 20 C,17.3667,30.393,,,,
D,model 20 C,17.3833,30.4671,,,,
D,model 20 C,17.4,30.4291,,,,
D,model 20 C,17.4167,30.1878,,,,
D,model 20 C,17.4333,30.0561,,,,
D,model 20 C,17.45,29.5246,,,,
D,model 20 C,17.4667,28.9774,,,,
D,model 20 C,17.4833,28.1962,,,,
D,model 20 C,17.5,27.2261,,,,
D,model 20 C,17.5167,26.2297,,,,
D,model 20 C,17.5333,24.9659,,,,
D,model 20 C,17.55,23.7494,,,,
D,model 20 C,17.5667,22.6534,,,,
D,model 20 C,17.5833,21.5449,,,,
D,model 20 C,17.6,20.4556,,,,
D,model 20 C,17.6167,19.361,,,,
D,model 20 C,17.6333,18.1898,,,,
D,model 20 C,17.65,16.9041,,,,
D,model 20 C,17.6667,15.837,,,,
D,model 20 C,17.6833,14.6353,,,,
D,model 20 C,17.7,13.5621,,,,
D,model 20 C,17.7167,12.5966,,,,
D,model 20 C,17.7333,11.5343,,,,
D,model 20 C,17.75,10.6847,,,,
D,model 20 C,17.7667,10.021,,,,
D,model 20 C,17.7833,9.21785,,,,
D,model 20 C,17.8,8.6322,,,,
D,model 20 C,17.8167,8.03795,,,,
D,model 20 C,17.8333,7.31725,,,,
D,model 20 C,17.85,6.6941,,,,
D,model 20 C,17.8667,6.2737,,,,
D,model 20 C,17.8833,5.7034,,,,
D,model 20 C,17.9,5.27275,,,,
D,model 20 C,17.9167,5.1799,,,,
D,model 20 C,17.9333,5.0653,,,,
D,model 20 C,17.95,4.75895,,,,
D,model 20 C,17.9667,4.51865,,,,
D,model 20 C,17.9833,4.4162,,,,
D,model 20 C,18,4.28235,,,,
D,model 20 C,18.0167,4.29095,,,,
D,model 20 C,18.0333,4.3772,,,,
D,model 20 C,18.05,4.40245,,,,
D,model 20 C,18.0667,4.53465,,,,
D,model 20 C,18.0833,4.5705,,,,
D,model 20 C,18.1,4.58375,,,,
D,model 20 C,18.1167,4.6122,,,,
D,model 20 C,18.1333,4.61585,,,,
D,model 20 C,18.15,4.6261,,,,
D,model 20 C,18.1667,4.7094,,,,
D,model 20 C,18.1833,4.81235,,,,
D,model 20 C,18.2,4.849,,,,
D,model 20 C,18.2167,5.1292,,,,
D,model 20 C,18.2333,5.1863,,,,
D,model 20 C,18.25,5.13705,,,,
D,model 20 C,18.2667,4.873,,,,
D,model 20 C,18.2833,4.78715,,,,
D,model 20 C,18.3,4.8342,,,,
D,model 20 C,18.3167,4.8187,,,,
D,model 20 C,18.3333,4.97045,,,,
D,model 20 C,18.35,5.07535,,,,
D,model 20 C,18.3667,5.3287,,,,
D,model 20 C,18.3833,5.5028,,,,
D,model 20 C,18.4,5.3868,,,,
D,model 20 C,18.4167,5.29235,,,,
D,model 20 C,18.4333,5.0495,,,,
D,model 20 C,18.45,4.7652,,,,
D,model 20 C,18.4667,4.67385,,,,
D,model 20 C,18.4833,4.37565,,,,
D,model 20 C,18.5,4.41635,,,,
D,model 20 C,18.5167,4.36335,,,,
D,model 20 C,18.5333,4.45095,,,,
D,model 20 C,18.55,4.50335,,,,
D,model 20 C,18.5667,4.37475,,,,
D,model 20 C,18.5833,4.0495,,,,
D,model 20 C,18.6,3.7547,,,,
D,model 20 C,18.6167,3.5106,,,,
D,model 20 C,18.6333,3.215,,,,
D,model 20 C,18.65,3.0355,,,,
D,model 20 C,18.6667,2.95355,,,,
D,model 20 C,18.6833,3.04835,,,,
D,model 20 C,18.7,2.95705,,,,
D,model 20 C,18.7167,2.8991,,,,
D,model 20 C,18.7333,2.93885,,,,
D,model 20 C,18.75,3.1359,,,,
D,model 20 C,18.7667,3.10485,,,,
D,model 20 C,18.7833,2.96855,,,,
D,model 20 C,18.8,2.885,,,,
D,model 20 C,18.8167,2.96505,,,,
D,model 20 C,18.8333,3.24475,,,,
D,model 20 C,18.85,3.31095,,,,
D,model 20 C,18.8667,3.36805,,,,
D,model 20 C,18.8833,3.42,,,,
D,model 20 C,18.9,3.7149,,,,
D,model 20 C,18.9167,3.8433,,,,
D,model 20 C,18.9333,4.06195,,,,
D,model 20 C,18.95,4.1221,,,,
D,model 20 C,18.9667,4.3863,,,,
D,model 20 C,18.9833,4.70095,,,,
D,model 20 C,19,4.8678,,,,
D,model 20 C,19.0167,5.068,,,,
D,model 20 C,19.0333,5.04855,,,,
D,model 20 C,19.05,5.2282,,,,
D,model 20 C,19.0667,5.2399,,,,
D,model 20 C,19.0833,5.18215,,,,
D,model 20 C,19.1,5.19555,,,,
D,model 20 C,19.1167,5.26475,,,,
D,model 20 C,19.1333,5.78725,,,,
D,model 20 C,19.15,6.04285,,,,
D,model 20 C,19.1667,6.4697,,,,
D,model 20 C,19.1833,6.84005,,,,
D,model 20 C,19.2,7.04995,,,,
D,model 20 C,19.2167,7.3713,,,,
D,model 20 C,19.2333,7.80345,,,,
D,model 20 C,19.25,8.48305,,,,
D,model 20 C,19.2667,9.14535,,,,
D,model 20 C,19.2833,9.98135,,,,
D,model 20 C,19.3,11.0031,,,,
D,model 20 C,19.3167,12.0609,,,,
D,model 20 C,19.3333,13.1684,,,,
D,model 20 C,19.35,14.2373,,,,
D,model 20 C,19.3667,15.2048,,,,
D,model 20 C,19.3833,16.395,,,,
