series,Rg_over_lc,Re_over_lc,probability
model fa=0.5 T=0.2 kappa=0.8,0.129,0.489,0.000103053
model fa=0.5 T=0.2 kappa=0.8,0.129,0.511,1.43129e-05
model fa=0.5 T=0.2 kappa=0.8,0.135,0.027,0.000289122
model fa=0.5 T=0.2 kappa=0.8,0.135,0.049,0.000898853
model fa=0.5 T=0.2 kappa=0.8,0.135,0.071,0.00127385
model fa=0.5 T=0.2 kappa=0.8,0.135,0.093,0.00151145
model fa=0.5 T=0.2 kappa=0.8,0.135,0.115,0.00184065
model fa=0.5 T=0.2 kappa=0.8,0.135,0.137,0.00239599
model fa=0.5 T=0.2 kappa=0.8,0.135,0.159,0.00261641
model fa=0.5 T=0.2 kappa=0.8,0.135,0.181,0.00289694
model fa=0.5 T=0.2 kappa=0.8,0.135,0.203,0.00311736
model fa=0.5 T=0.2 kappa=0.8,0.135,0.225,0.00313167
model fa=0.5 T=0.2 kappa=0.8,0.135,0.247,0.00294847
model fa=0.5 T=0.2 kappa=0.8,0.135,0.269,0.00338358
model fa=0.5 T=0.2 kappa=0.8,0.135,0.291,0.00342366
model fa=0.5 T=0.2 kappa=0.8,0.135,0.313,0.00322041
model fa=0.5 T=0.2 kappa=0.8,0.135,0.335,0.00292843
model fa=0.5 T=0.2 kappa=0.8,0.135,0.357,0.00287118
model fa=0.5 T=0.2 kappa=0.8,0.135,0.379,0.00277671
model fa=0.5 T=0.2 kappa=0.8,0.135,0.401,0.00244465
model fa=0.5 T=0.2 kappa=0.8,0.135,0.423,0.0019208
model fa=0.5 T=0.2 kappa=0.8,0.135,0.445,0.00157156
model fa=0.5 T=0.2 kappa=0.8,0.135,0.467,0.000870227
model fa=0.5 T=0.2 kappa=0.8,0.135,0.489,0.000329198
model fa=0.5 T=0.2 kappa=0.8,0.135,0.511,8.58777e-05
model fa=0.5 T=0.2 kappa=0.8,0.135,0.533,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.141,0.027,9.44655e-05
model fa=0.5 T=0.2 kappa=0.8,0.141,0.049,0.000314885
model fa=0.5 T=0.2 kappa=0.8,0.141,0.071,0.000589694
model fa=0.5 T=0.2 kappa=0.8,0.141,0.093,0.000864502
model fa=0.5 T=0.2 kappa=0.8,0.141,0.115,0.00126813
model fa=0.5 T=0.2 kappa=0.8,0.141,0.137,0.00173187
model fa=0.5 T=0.2 kappa=0.8,0.141,0.159,0.00238167
model fa=0.5 T=0.2 kappa=0.8,0.141,0.181,0.00260209
model fa=0.5 T=0.2 kappa=0.8,0.141,0.203,0.00300286
model fa=0.5 T=0.2 kappa=0.8,0.141,0.225,0.00316602
model fa=0.5 T=0.2 kappa=0.8,0.141,0.247,0.00339789
model fa=0.5 T=0.2 kappa=0.8,0.141,0.269,0.00319179
model fa=0.5 T=0.2 kappa=0.8,0.141,0.291,0.0032748
model fa=0.5 T=0.2 kappa=0.8,0.141,0.313,0.00348663
model fa=0.5 T=0.2 kappa=0.8,0.141,0.335,0.00318606
model fa=0.5 T=0.2 kappa=0.8,0.141,0.357,0.00318606
model fa=0.5 T=0.2 kappa=0.8,0.141,0.379,0.00304866
model fa=0.5 T=0.2 kappa=0.8,0.141,0.401,0.00295133
model fa=0.5 T=0.2 kappa=0.8,0.141,0.423,0.00261641
model fa=0.5 T=0.2 kappa=0.8,0.141,0.445,0.00223282
model fa=0.5 T=0.2 kappa=0.8,0.141,0.467,0.00164313
model fa=0.5 T=0.2 kappa=0.8,0.141,0.489,0.000904578
model fa=0.5 T=0.2 kappa=0.8,0.141,0.511,0.000349236
model fa=0.5 T=0.2 kappa=0.8,0.141,0.533,8.58777e-05
model fa=0.5 T=0.2 kappa=0.8,0.141,0.555,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.147,0.027,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.147,0.049,7.15647e-05
model fa=0.5 T=0.2 kappa=0.8,0.147,0.071,0.000277671
model fa=0.5 T=0.2 kappa=0.8,0.147,0.093,0.000529579
model fa=0.5 T=0.2 kappa=0.8,0.147,0.115,0.000658396
model fa=0.5 T=0.2 kappa=0.8,0.147,0.137,0.00111068
model fa=0.5 T=0.2 kappa=0.8,0.147,0.159,0.00161164
model fa=0.5 T=0.2 kappa=0.8,0.147,0.181,0.0019895
model fa=0.5 T=0.2 kappa=0.8,0.147,0.203,0.00256488
model fa=0.5 T=0.2 kappa=0.8,0.147,0.225,0.0030458
model fa=0.5 T=0.2 kappa=0.8,0.147,0.247,0.00327194
model fa=0.5 T=0.2 kappa=0.8,0.147,0.269,0.00363263
model fa=0.5 T=0.2 kappa=0.8,0.147,0.291,0.00372995
model fa=0.5 T=0.2 kappa=0.8,0.147,0.313,0.00369847
model fa=0.5 T=0.2 kappa=0.8,0.147,0.335,0.00341793
model fa=0.5 T=0.2 kappa=0.8,0.147,0.357,0.00337499
model fa=0.5 T=0.2 kappa=0.8,0.147,0.379,0.00326622
model fa=0.5 T=0.2 kappa=0.8,0.147,0.401,0.00321183
model fa=0.5 T=0.2 kappa=0.8,0.147,0.423,0.00299713
model fa=0.5 T=0.2 kappa=0.8,0.147,0.445,0.00270801
model fa=0.5 T=0.2 kappa=0.8,0.147,0.467,0.00224427
model fa=0.5 T=0.2 kappa=0.8,0.147,0.489,0.00163168
model fa=0.5 T=0.2 kappa=0.8,0.147,0.511,0.00093893
model fa=0.5 T=0.2 kappa=0.8,0.147,0.533,0.000372137
model fa=0.5 T=0.2 kappa=0.8,0.147,0.555,6.58396e-05
model fa=0.5 T=0.2 kappa=0.8,0.153,0.049,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.153,0.071,4.29388e-05
model fa=0.5 T=0.2 kappa=0.8,0.153,0.093,0.000105916
model fa=0.5 T=0.2 kappa=0.8,0.153,0.115,0.000340648
model fa=0.5 T=0.2 kappa=0.8,0.153,0.137,0.000583968
model fa=0.5 T=0.2 kappa=0.8,0.153,0.159,0.000958968
model fa=0.5 T=0.2 kappa=0.8,0.153,0.181,0.0012395
model fa=0.5 T=0.2 kappa=0.8,0.153,0.203,0.00179484
model fa=0.5 T=0.2 kappa=0.8,0.153,0.225,0.00234446
model fa=0.5 T=0.2 kappa=0.8,0.153,0.247,0.00296851
model fa=0.5 T=0.2 kappa=0.8,0.153,0.269,0.00332919
model fa=0.5 T=0.2 kappa=0.8,0.153,0.291,0.00361545
model fa=0.5 T=0.2 kappa=0.8,0.153,0.313,0.00405915
model fa=0.5 T=0.2 kappa=0.8,0.153,0.335,0.00377576
model fa=0.5 T=0.2 kappa=0.8,0.153,0.357,0.00365266
model fa=0.5 T=0.2 kappa=0.8,0.153,0.379,0.00364408
model fa=0.5 T=0.2 kappa=0.8,0.153,0.401,0.0034437
model fa=0.5 T=0.2 kappa=0.8,0.153,0.423,0.00321469
model fa=0.5 T=0.2 kappa=0.8,0.153,0.445,0.00324045
model fa=0.5 T=0.2 kappa=0.8,0.153,0.467,0.00285114
model fa=0.5 T=0.2 kappa=0.8,0.153,0.489,0.00227576
model fa=0.5 T=0.2 kappa=0.8,0.153,0.511,0.00162881
model fa=0.5 T=0.2 kappa=0.8,0.153,0.533,0.00103626
model fa=0.5 T=0.2 kappa=0.8,0.153,0.555,0.000334923
model fa=0.5 T=0.2 kappa=0.8,0.153,0.577,8.87403e-05
model fa=0.5 T=0.2 kappa=0.8,0.159,0.093,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.159,0.115,5.15266e-05
model fa=0.5 T=0.2 kappa=0.8,0.159,0.137,0.000186068
model fa=0.5 T=0.2 kappa=0.8,0.159,0.159,0.000389312
model fa=0.5 T=0.2 kappa=0.8,0.159,0.181,0.000692747
model fa=0.5 T=0.2 kappa=0.8,0.159,0.203,0.00117939
model fa=0.5 T=0.2 kappa=0.8,0.159,0.225,0.00149141
model fa=0.5 T=0.2 kappa=0.8,0.159,0.247,0.00214122
model fa=0.5 T=0.2 kappa=0.8,0.159,0.269,0.00262786
model fa=0.5 T=0.2 kappa=0.8,0.159,0.291,0.00319179
model fa=0.5 T=0.2 kappa=0.8,0.159,0.313,0.00374999
model fa=0.5 T=0.2 kappa=0.8,0.159,0.335,0.0040706
model fa=0.5 T=0.2 kappa=0.8,0.159,0.357,0.00399904
model fa=0.5 T=0.2 kappa=0.8,0.159,0.379,0.00386736
model fa=0.5 T=0.2 kappa=0.8,0.159,0.401,0.00383873
model fa=0.5 T=0.2 kappa=0.8,0.159,0.423,0.00376431
model fa=0.5 T=0.2 kappa=0.8,0.159,0.445,0.00343225
model fa=0.5 T=0.2 kappa=0.8,0.159,0.467,0.00341507
model fa=0.5 T=0.2 kappa=0.8,0.159,0.489,0.00283396
model fa=0.5 T=0.2 kappa=0.8,0.159,0.511,0.00254771
model fa=0.5 T=0.2 kappa=0.8,0.159,0.533,0.00175191
model fa=0.5 T=0.2 kappa=0.8,0.159,0.555,0.000981868
model fa=0.5 T=0.2 kappa=0.8,0.159,0.577,0.000432251
model fa=0.5 T=0.2 kappa=0.8,0.159,0.599,6.2977e-05
model fa=0.5 T=0.2 kappa=0.8,0.165,0.137,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.165,0.159,0.000111641
model fa=0.5 T=0.2 kappa=0.8,0.165,0.181,0.00032061
model fa=0.5 T=0.2 kappa=0.8,0.165,0.203,0.000575381
model fa=0.5 T=0.2 kappa=0.8,0.165,0.225,0.000878815
model fa=0.5 T=0.2 kappa=0.8,0.165,0.247,0.00136259
model fa=0.5 T=0.2 kappa=0.8,0.165,0.269,0.00183206
model fa=0.5 T=0.2 kappa=0.8,0.165,0.291,0.00251049
model fa=0.5 T=0.2 kappa=0.8,0.165,0.313,0.00298568
model fa=0.5 T=0.2 kappa=0.8,0.165,0.335,0.00380438
model fa=0.5 T=0.2 kappa=0.8,0.165,0.357,0.00379007
model fa=0.5 T=0.2 kappa=0.8,0.165,0.379,0.00409637
model fa=0.5 T=0.2 kappa=0.8,0.165,0.401,0.00400763
model fa=0.5 T=0.2 kappa=0.8,0.165,0.423,0.00392461
model fa=0.5 T=0.2 kappa=0.8,0.165,0.445,0.00372423
model fa=0.5 T=0.2 kappa=0.8,0.165,0.467,0.00379866
model fa=0.5 T=0.2 kappa=0.8,0.165,0.489,0.00351526
model fa=0.5 T=0.2 kappa=0.8,0.165,0.511,0.00316889
model fa=0.5 T=0.2 kappa=0.8,0.165,0.533,0.00261068
model fa=0.5 T=0.2 kappa=0.8,0.165,0.555,0.00192652
model fa=0.5 T=0.2 kappa=0.8,0.165,0.577,0.00105916
model fa=0.5 T=0.2 kappa=0.8,0.165,0.599,0.000352099
model fa=0.5 T=0.2 kappa=0.8,0.165,0.621,5.43892e-05
model fa=0.5 T=0.2 kappa=0.8,0.171,0.159,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.171,0.181,6.58396e-05
model fa=0.5 T=0.2 kappa=0.8,0.171,0.203,0.000188931
model fa=0.5 T=0.2 kappa=0.8,0.171,0.225,0.000389312
model fa=0.5 T=0.2 kappa=0.8,0.171,0.247,0.000638358
model fa=0.5 T=0.2 kappa=0.8,0.171,0.269,0.000999044
model fa=0.5 T=0.2 kappa=0.8,0.171,0.291,0.00160878
model fa=0.5 T=0.2 kappa=0.8,0.171,0.313,0.00227576
model fa=0.5 T=0.2 kappa=0.8,0.171,0.335,0.00285686
model fa=0.5 T=0.2 kappa=0.8,0.171,0.357,0.00353816
model fa=0.5 T=0.2 kappa=0.8,0.171,0.379,0.00397614
model fa=0.5 T=0.2 kappa=0.8,0.171,0.401,0.00415076
model fa=0.5 T=0.2 kappa=0.8,0.171,0.423,0.00390744
model fa=0.5 T=0.2 kappa=0.8,0.171,0.445,0.00399904
model fa=0.5 T=0.2 kappa=0.8,0.171,0.467,0.00387595
model fa=0.5 T=0.2 kappa=0.8,0.171,0.489,0.00382156
model fa=0.5 T=0.2 kappa=0.8,0.171,0.511,0.00374427
model fa=0.5 T=0.2 kappa=0.8,0.171,0.533,0.00320038
model fa=0.5 T=0.2 kappa=0.8,0.171,0.555,0.00283683
model fa=0.5 T=0.2 kappa=0.8,0.171,0.577,0.00202385
model fa=0.5 T=0.2 kappa=0.8,0.171,0.599,0.000887403
model fa=0.5 T=0.2 kappa=0.8,0.171,0.621,0.000346373
model fa=0.5 T=0.2 kappa=0.8,0.171,0.643,1.43129e-05
model fa=0.5 T=0.2 kappa=0.8,0.177,0.181,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.177,0.203,4.29388e-05
model fa=0.5 T=0.2 kappa=0.8,0.177,0.225,0.000103053
model fa=0.5 T=0.2 kappa=0.8,0.177,0.247,0.000260496
model fa=0.5 T=0.2 kappa=0.8,0.177,0.269,0.000455152
model fa=0.5 T=0.2 kappa=0.8,0.177,0.291,0.000818701
model fa=0.5 T=0.2 kappa=0.8,0.177,0.313,0.00123091
model fa=0.5 T=0.2 kappa=0.8,0.177,0.335,0.00184923
model fa=0.5 T=0.2 kappa=0.8,0.177,0.357,0.00268797
model fa=0.5 T=0.2 kappa=0.8,0.177,0.379,0.00328053
model fa=0.5 T=0.2 kappa=0.8,0.177,0.401,0.00386736
model fa=0.5 T=0.2 kappa=0.8,0.177,0.423,0.00382442
model fa=0.5 T=0.2 kappa=0.8,0.177,0.445,0.00425953
model fa=0.5 T=0.2 kappa=0.8,0.177,0.467,0.00405056
model fa=0.5 T=0.2 kappa=0.8,0.177,0.489,0.00391316
model fa=0.5 T=0.2 kappa=0.8,0.177,0.511,0.0039103
model fa=0.5 T=0.2 kappa=0.8,0.177,0.533,0.00379293
model fa=0.5 T=0.2 kappa=0.8,0.177,0.555,0.00365839
model fa=0.5 T=0.2 kappa=0.8,0.177,0.577,0.00260496
model fa=0.5 T=0.2 kappa=0.8,0.177,0.599,0.001875
model fa=0.5 T=0.2 kappa=0.8,0.177,0.621,0.000987594
model fa=0.5 T=0.2 kappa=0.8,0.177,0.643,0.000257633
model fa=0.5 T=0.2 kappa=0.8,0.177,0.665,1.71755e-05
model fa=0.5 T=0.2 kappa=0.8,0.183,0.225,1.43129e-05
model fa=0.5 T=0.2 kappa=0.8,0.183,0.247,7.44273e-05
model fa=0.5 T=0.2 kappa=0.8,0.183,0.269,0.000143129
model fa=0.5 T=0.2 kappa=0.8,0.183,0.291,0.000392175
model fa=0.5 T=0.2 kappa=0.8,0.183,0.313,0.000666983
model fa=0.5 T=0.2 kappa=0.8,0.183,0.335,0.00101049
model fa=0.5 T=0.2 kappa=0.8,0.183,0.357,0.00154294
model fa=0.5 T=0.2 kappa=0.8,0.183,0.379,0.00202958
model fa=0.5 T=0.2 kappa=0.8,0.183,0.401,0.00309732
model fa=0.5 T=0.2 kappa=0.8,0.183,0.423,0.00355534
model fa=0.5 T=0.2 kappa=0.8,0.183,0.445,0.00375286
model fa=0.5 T=0.2 kappa=0.8,0.183,0.467,0.00389885
model fa=0.5 T=0.2 kappa=0.8,0.183,0.489,0.00387022
model fa=0.5 T=0.2 kappa=0.8,0.183,0.511,0.0040706
model fa=0.5 T=0.2 kappa=0.8,0.183,0.533,0.00404484
model fa=0.5 T=0.2 kappa=0.8,0.183,0.555,0.00380438
model fa=0.5 T=0.2 kappa=0.8,0.183,0.577,0.00355247
model fa=0.5 T=0.2 kappa=0.8,0.183,0.599,0.00306297
model fa=0.5 T=0.2 kappa=0.8,0.183,0.621,0.00209255
model fa=0.5 T=0.2 kappa=0.8,0.183,0.643,0.000916029
model fa=0.5 T=0.2 kappa=0.8,0.183,0.665,0.000148855
model fa=0.5 T=0.2 kappa=0.8,0.189,0.269,1.71755e-05
model fa=0.5 T=0.2 kappa=0.8,0.189,0.291,6.87022e-05
model fa=0.5 T=0.2 kappa=0.8,0.189,0.313,0.000220419
model fa=0.5 T=0.2 kappa=0.8,0.189,0.335,0.000498091
model fa=0.5 T=0.2 kappa=0.8,0.189,0.357,0.000732823
model fa=0.5 T=0.2 kappa=0.8,0.189,0.379,0.00116507
model fa=0.5 T=0.2 kappa=0.8,0.189,0.401,0.00182633
model fa=0.5 T=0.2 kappa=0.8,0.189,0.423,0.00264217
model fa=0.5 T=0.2 kappa=0.8,0.189,0.445,0.00317747
model fa=0.5 T=0.2 kappa=0.8,0.189,0.467,0.00375572
model fa=0.5 T=0.2 kappa=0.8,0.189,0.489,0.00393034
model fa=0.5 T=0.2 kappa=0.8,0.189,0.511,0.00405056
model fa=0.5 T=0.2 kappa=0.8,0.189,0.533,0.00405629
model fa=0.5 T=0.2 kappa=0.8,0.189,0.555,0.0040248
model fa=0.5 T=0.2 kappa=0.8,0.189,0.577,0.00400763
model fa=0.5 T=0.2 kappa=0.8,0.189,0.599,0.00362976
model fa=0.5 T=0.2 kappa=0.8,0.189,0.621,0.00307728
model fa=0.5 T=0.2 kappa=0.8,0.189,0.643,0.00206106
model fa=0.5 T=0.2 kappa=0.8,0.189,0.665,0.000924617
model fa=0.5 T=0.2 kappa=0.8,0.189,0.687,0.000108778
model fa=0.5 T=0.2 kappa=0.8,0.189,0.709,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.195,0.291,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.195,0.313,5.15266e-05
model fa=0.5 T=0.2 kappa=0.8,0.195,0.335,0.000160305
model fa=0.5 T=0.2 kappa=0.8,0.195,0.357,0.000329198
model fa=0.5 T=0.2 kappa=0.8,0.195,0.379,0.00056393
model fa=0.5 T=0.2 kappa=0.8,0.195,0.401,0.000887403
model fa=0.5 T=0.2 kappa=0.8,0.195,0.423,0.00141698
model fa=0.5 T=0.2 kappa=0.8,0.195,0.445,0.002104
model fa=0.5 T=0.2 kappa=0.8,0.195,0.467,0.00265935
model fa=0.5 T=0.2 kappa=0.8,0.195,0.489,0.00334637
model fa=0.5 T=0.2 kappa=0.8,0.195,0.511,0.00368415
model fa=0.5 T=0.2 kappa=0.8,0.195,0.533,0.00373568
model fa=0.5 T=0.2 kappa=0.8,0.195,0.555,0.00384446
model fa=0.5 T=0.2 kappa=0.8,0.195,0.577,0.00401335
model fa=0.5 T=0.2 kappa=0.8,0.195,0.599,0.00417938
model fa=0.5 T=0.2 kappa=0.8,0.195,0.621,0.00366698
model fa=0.5 T=0.2 kappa=0.8,0.195,0.643,0.00318034
model fa=0.5 T=0.2 kappa=0.8,0.195,0.665,0.0019437
model fa=0.5 T=0.2 kappa=0.8,0.195,0.687,0.000801525
model fa=0.5 T=0.2 kappa=0.8,0.195,0.709,7.44273e-05
model fa=0.5 T=0.2 kappa=0.8,0.201,0.313,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.201,0.335,1.43129e-05
model fa=0.5 T=0.2 kappa=0.8,0.201,0.357,5.72518e-05
model fa=0.5 T=0.2 kappa=0.8,0.201,0.379,0.00015458
model fa=0.5 T=0.2 kappa=0.8,0.201,0.401,0.00032061
model fa=0.5 T=0.2 kappa=0.8,0.201,0.423,0.000658396
model fa=0.5 T=0.2 kappa=0.8,0.201,0.445,0.00115935
model fa=0.5 T=0.2 kappa=0.8,0.201,0.467,0.00164599
model fa=0.5 T=0.2 kappa=0.8,0.201,0.489,0.00235591
model fa=0.5 T=0.2 kappa=0.8,0.201,0.511,0.00275095
model fa=0.5 T=0.2 kappa=0.8,0.201,0.533,0.00320896
model fa=0.5 T=0.2 kappa=0.8,0.201,0.555,0.00363549
model fa=0.5 T=0.2 kappa=0.8,0.201,0.577,0.00370992
model fa=0.5 T=0.2 kappa=0.8,0.201,0.599,0.00397614
model fa=0.5 T=0.2 kappa=0.8,0.201,0.621,0.00408778
model fa=0.5 T=0.2 kappa=0.8,0.201,0.643,0.00374999
model fa=0.5 T=0.2 kappa=0.8,0.201,0.665,0.00300858
model fa=0.5 T=0.2 kappa=0.8,0.201,0.687,0.00191221
model fa=0.5 T=0.2 kappa=0.8,0.201,0.709,0.000566793
model fa=0.5 T=0.2 kappa=0.8,0.201,0.731,4.58014e-05
model fa=0.5 T=0.2 kappa=0.8,0.207,0.357,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.207,0.379,2.86259e-05
model fa=0.5 T=0.2 kappa=0.8,0.207,0.401,9.16029e-05
model fa=0.5 T=0.2 kappa=0.8,0.207,0.423,0.000214694
model fa=0.5 T=0.2 kappa=0.8,0.207,0.445,0.000360686
model fa=0.5 T=0.2 kappa=0.8,0.207,0.467,0.000709922
model fa=0.5 T=0.2 kappa=0.8,0.207,0.489,0.0012624
model fa=0.5 T=0.2 kappa=0.8,0.207,0.511,0.00186068
model fa=0.5 T=0.2 kappa=0.8,0.207,0.533,0.00222423
model fa=0.5 T=0.2 kappa=0.8,0.207,0.555,0.0027853
model fa=0.5 T=0.2 kappa=0.8,0.207,0.577,0.0030687
